frame_id,class_name,object_id,track_id,is_3D_complete,in_image_borders,does_overlap,is_front_fish,aspect_ratio,pointcloud_size_ok,fish_3d_ok,overlapping_fish_ids,fish_direction,elevation_deg,azimuth_deg,raw_length,filtered_length,spine_length,gt,abs_error_cm,rel_error_%,fish_dist_from_camera
frame_0,0,255,2,1,False,False,True,2.467716646157163,True,True,[],[    -0.1865    -0.35586     0.91574],66.47614874266762,-117.4758266236966,0.24871900066685382,0.24393597361190378,0.24234152207527024,33.5,9.106402638809625,27.18329145913321,1.8895214495050001
frame_0,0,127,1,1,False,False,True,1.7,True,True,[],[  -0.061521    -0.16538     0.98431],68.30448154667816,-76.7437319992455,0.3166476645986289,0.15466521252111232,0.15939605985504973,33.5,18.033478747888772,53.83127984444409,1.7335670442562403
frame_1,0,255,2,1,False,False,True,2.2,True,True,[],[   -0.19046    -0.31005     0.93145],68.75703491055336,-121.89643098732367,0.2557991080397306,0.25580204911952187,0.25604934292490567,33.5,7.919795088047815,23.64117936730691,1.8781339670295145
frame_2,0,255,2,1,False,False,True,2.2,True,True,[],[   -0.17563    -0.29784     0.93832],69.73873063226625,-121.04916967191573,0.24503331934469452,0.24509239269568428,0.24409307884411607,33.5,8.990760730431575,26.838091732631565,1.8827290491452293
frame_3,0,255,2,1,False,False,True,2.0,True,True,[],[   -0.18018     -0.2435     0.95302],72.3585172794994,-126.29630896001065,0.23518322592053287,0.2352402076967972,0.23946631292991927,33.5,9.97597923032028,29.779042478568,1.873441061965979
frame_5,0,255,2,1,False,False,True,2.1578947368421053,True,True,[],[  -0.043679   -0.073256     0.99636],84.49290548057591,-117.83851077980862,0.2732252772227568,0.2727073771193367,0.2916751577193065,33.5,6.229262288066334,18.59481280019801,1.9138985942840576
frame_6,0,255,2,1,False,False,True,2.3007248162207654,True,True,[],[    -0.1037    -0.26296     0.95922],73.29590989037956,-112.69842371276809,0.2604819831683389,0.24450426201372122,0.2440415802344476,33.5,9.04957379862788,27.01365313023248,1.8725340848001057
frame_7,0,255,1,1,False,False,True,1.3832335661717352,True,True,[],[   -0.38892    -0.11536     0.91402],-36.913423211692596,3.3989699596456977,0.2899581044170041,0.13873442136066338,0.13673085539948782,33.5,19.626557863933662,58.58673989233929,1.742550583119273
frame_7,0,127,2,1,False,False,True,1.8,True,True,[],[   -0.11924     -0.1158     0.98609],77.14621416308772,-122.49510756647615,0.9270667454084425,0.24870227170507753,0.25506846648127035,33.5,8.62977282949225,25.760515908932092,1.887202731513977
frame_8,0,255,2,1,False,False,True,2.1658656016545352,True,True,[],[  -0.065761    -0.22598     0.97191],49.71930467751001,-121.58254624820424,0.2923518622402337,0.1810689060339683,0.18960994234980771,33.5,15.393109396603172,45.94958028836768,1.9700759220029977
frame_9,0,255,1,1,False,False,True,2.111111111111111,True,True,[],[    0.19666   0.0055968     0.98046],77.13162845860334,4.600243736597883,0.25651836718220555,0.2142159873464673,0.2097768175664085,33.5,12.078401265353273,36.05492915030828,1.81653439293737
frame_9,0,127,2,1,False,False,True,1.8181818181818181,True,True,[],[  -0.065466    -0.18398     0.98075],-21.964759687572656,57.56985805493994,0.240028450768067,0.09817229583342468,0.09687582532457563,33.5,23.682770416657533,70.69483706464935,1.986203177422668
frame_10,0,255,1,1,False,False,True,1.28125,True,True,[],[   0.080047   -0.067624     0.99449],83.96255253727071,-38.37657393810612,0.2870551936980119,0.2791817097422242,0.2700762671009178,33.5,5.581829025777579,16.662176196350984,1.7889298977129964
frame_10,0,127,2,1,False,False,True,1.9969697287821122,True,True,[],[ -0.0095003    -0.18459     0.98277],-35.0434238396925,65.68304765600269,0.24457106809053042,0.10324021984917797,0.09849662353967972,33.5,23.175978015082205,69.18202392561852,1.9842466898818514
frame_11,0,255,1,1,False,True,True,1.34375,True,True,[2],[   0.075235     -0.0344     0.99657],84.97507463723973,-26.198601419303586,0.30880134164445794,0.30347190378897837,0.2950394244953961,33.5,3.152809621102165,9.411372003290044,1.7955549832313291
frame_11,0,127,2,1,False,True,False,2.1215878325137907,True,True,[1],[   0.026708    -0.19869      0.9797],79.49084704287449,-91.58962109037334,0.2556318388015755,0.2562060417476839,0.2970165761661744,33.5,7.879395825231611,23.52058455293018,1.910861211794394
frame_12,0,255,1,1,False,False,True,1.4726134963193889,True,True,[],[    0.14876   -0.015596     0.98875],81.06945966587357,-3.492418911294707,0.3031452209579133,0.2522752356353053,0.27737896921742355,33.5,8.272476436469473,24.693959511849172,1.8012542839120762
frame_12,0,127,2,1,False,False,True,2.3591955770060413,True,True,[],[   0.035799    -0.19781     0.97959],78.33713970373358,-79.62616288061031,0.22678146132235533,0.22677761100133398,0.2271721975441401,33.5,10.822238899866605,32.30519074587046,1.849187455385598
frame_13,0,255,2,1,False,False,True,2.549180308175776,True,True,[],[   0.038773    -0.13052     0.99069],-37.27931449833888,114.55274231449769,0.24943313675164247,0.1293661131652173,0.116233264556518,33.5,20.563388683478273,61.383249801427674,1.7853445676820618
frame_14,0,255,2,1,False,False,True,1.5517241379310345,True,True,[],[   0.094845    -0.25229     0.96299],73.99906658306477,-69.11111854531515,0.25910944360425514,0.25924514895366246,0.25912064586046496,33.5,7.5754851046337555,22.61338837204106,1.8302985747655234
frame_15,0,255,2,1,False,False,True,1.8571430433454634,True,True,[],[    0.14414    -0.17596     0.97379],76.79442877691368,-50.75269220802655,0.2333016406626529,0.2328643690938721,0.23388385870432182,33.5,10.213563090612793,30.488248031679976,1.8289026211483688
frame_16,0,255,2,1,False,False,True,1.4908538407019924,True,True,[],[     0.1633    -0.22664     0.96019],74.056094044756,-55.00549620229249,0.24921919020669558,0.2494075384418244,0.26971578647421235,33.5,8.559246155817563,25.54998852482855,1.832991976294875
frame_17,0,255,1,1,False,True,False,1.8888889463829577,True,True,[2],[     0.2686   -0.074419     0.96037],73.9257534369028,-13.674357288097234,0.300389988710958,0.23177636341695562,0.22374663294168715,33.5,10.32236365830444,30.813025845684894,1.7900825941391538
frame_17,0,127,2,1,False,True,False,1.7101450161322278,True,True,[1],[    0.07405   -0.056066     0.99568],71.13323033944226,-34.689575498364846,0.9274683460812212,0.23088585931041372,0.23846843778375731,33.5,10.41141406895863,31.078847967040684,1.8181228216237098
frame_18,0,255,1,1,False,True,True,2.1268955125127644,True,True,[2],[    0.28285    -0.14196      0.9486],67.45258474138954,-23.11229485863318,0.2931488230934729,0.2765250584782615,0.2709655831055937,33.5,5.847494152173854,17.455206424399563,1.7509099804663866
frame_18,0,127,2,1,False,True,False,1.8216062643374518,True,True,[1],[    0.35708    -0.17691     0.91717],65.82736814423892,-27.292793820413163,0.22384090618813057,0.22428398933056615,0.22764489079928435,33.5,11.071601066943387,33.0495554237116,1.8153218886639813
frame_19,0,255,1,1,False,True,False,2.25,True,True,[2],[    0.41074   -0.096151     0.90667],60.86277588077267,-13.50864797753541,0.3082632776283034,0.24134048991329204,0.2183289478893938,33.5,9.365951008670798,27.958062712450143,1.7591298679178826
frame_19,0,127,2,1,False,True,False,1.9750957917474832,True,True,[1],[    0.36473    -0.15021     0.91892],64.65136120611297,-24.787017130827394,0.2682387382530562,0.26654789606815643,0.26210551623892275,33.5,6.845210393184359,20.433463860251816,1.81033277721573
frame_20,0,255,1,1,False,True,False,2.4285714285714284,True,True,[2],[    0.43642   -0.049453     0.89838],60.540349392042806,-1.9561054422161503,0.30536657920695554,0.22011966780996106,0.20936405691430532,33.5,11.488033219003896,34.29263647463849,1.765354817226979
frame_20,0,127,2,1,False,True,False,2.2923617112669246,True,True,[1],[    0.35548   -0.099193     0.92941],68.82803925600298,-14.987978299167347,0.2921846425533823,0.2916452965106091,0.29885848401626836,33.5,4.335470348939091,12.94170253414654,1.8099651322936132
frame_21,0,255,1,1,False,True,False,2.4642857142857144,True,False,[2],,42.642609714698445,-11.702451026950614,-1.0,0.18101874697641251,0.19390601987062578,33.5,15.39812530235875,45.9645531413694,1.7402684953998713
frame_21,0,127,2,1,False,True,False,2.167442068151955,True,True,[1],[    0.41081    -0.14942     0.89939],64.656764055264,-20.37593837043801,0.25889379569924853,0.25753203569917105,0.25890693286149424,33.5,7.746796430082897,23.124765462934022,1.8059546184953836
frame_22,0,255,1,1,False,True,False,2.5353946538800227,True,True,[2],[    0.69001    -0.10822     0.71566],40.59489682039282,-7.314959941612087,0.2676606352859179,0.18442017126964338,0.2000925527633096,33.5,15.057982873035664,44.94920260607661,1.724228078406445
frame_22,0,127,2,1,False,True,False,2.157894512382757,True,True,[1],[    0.54521   -0.055909     0.83643],56.21206131253184,-6.471817940609343,0.21903665746205947,0.21788188998861147,0.23011926914565445,33.5,11.711811001138855,34.960629854145836,1.7830525293356838
frame_23,0,255,1,1,False,True,False,2.6954396294219136,True,False,[2],,37.825959084802506,-18.142819306353662,-1.0,0.1914749981973668,0.19310042612515022,33.5,14.352500180263322,42.84328412018902,1.731980905737928
frame_23,0,127,2,1,False,True,False,2.326530546930142,True,True,[1],[    0.55319    -0.12261     0.82398],48.85159362534825,-16.27960265848441,0.34215630835133104,0.21891560962842682,0.22041474211811754,33.5,11.60843903715732,34.65205682733528,1.7631929443815626
frame_24,0,255,1,1,False,True,False,2.9804981609970262,True,False,[2],,40.31717058087683,-10.844853642384258,-1.0,0.16941102357753313,0.19666918698140978,33.5,16.558897642246688,49.42954520073638,1.7050294082814996
frame_24,0,127,2,1,False,True,False,2.837533861195452,True,True,[1],[    0.60783    -0.12204     0.78463],43.4706970070331,-13.847620552036418,0.2621650100961026,0.22369149161375845,0.22974213026661372,33.5,11.130850838624157,33.22642041380345,1.74568014402088
frame_25,0,255,1,1,False,True,False,2.9974768591158667,True,False,[2],,40.40918238700532,-10.249980784908697,-1.0,0.2066449070836306,0.1909209080408948,33.5,12.835509291636942,38.314953109364005,1.7096840396668147
frame_25,0,127,2,1,False,True,False,3.0149257376746683,True,True,[1],[    0.68206    -0.11305      0.7225],44.7387785776094,-10.185260621738276,0.2481243505901689,0.2476558816924308,0.23736022971368004,33.5,8.734411830756923,26.07287113658783,1.7588529988784494
frame_26,0,255,2,1,False,False,True,2.4277457453708893,True,True,[],[    0.58427    -0.10585     0.80463],51.26394649406561,-9.674951802321122,0.24673373246845265,0.22455253259278707,0.2239608354386285,33.5,11.044746740721296,32.96939325588447,1.7888452230937897
frame_27,0,255,2,1,False,False,True,3.5949367285723914,True,True,[],[    0.66443   -0.098334     0.74085],47.13766494356313,-8.236846008641004,0.27885064192260245,0.2789123615674275,0.2744691305157041,33.5,5.608763843257253,16.742578636588814,1.7578639908320344
frame_28,0,255,2,1,False,False,True,3.225092332294414,True,True,[],[    0.57259    -0.10505     0.81309],50.245287198813315,-8.965189532409582,0.317153954972353,0.2684112468082571,0.2651227299677902,33.5,6.65887531917429,19.877239758729225,1.744995203993267
frame_29,0,255,2,1,False,False,True,3.42634706973661,True,True,[],[    0.62905   -0.069398     0.77426],48.87475432022686,-5.924425006915793,0.3167646560526216,0.2835527851165125,0.2784730826887465,33.5,5.144721488348752,15.357377577160456,1.7446347471891228
frame_30,0,255,2,1,False,False,True,3.6932517976722368,True,True,[],[    0.66244     -0.0563     0.74699],46.58898278161247,-4.4320338627593845,0.32776806275831294,0.32364796440067267,0.32520760588356307,33.5,1.1352035599327348,3.3886673430827905,1.7212815573035416
frame_31,0,255,2,1,False,False,True,3.1076641952186854,True,True,[],[    0.50192   -0.039134     0.86403],57.254088023924346,-3.370005085042516,0.3565263394168925,0.2783433197850216,0.2738384648632628,33.5,5.665668021497844,16.912441855217445,1.728520334620872
frame_32,0,255,2,1,False,False,True,3.152073721262298,True,True,[],[    0.49086    -0.05021     0.86979],58.27581599149159,-4.740131779763554,0.3356817175592992,0.279367063253962,0.28148828148715493,33.5,5.563293674603803,16.606846789862097,1.7204980279157263
frame_33,0,255,2,1,False,False,True,3.367552426142492,True,True,[],[    0.57524   -0.049408     0.81649],52.816399756573716,-4.37343369625209,0.3255098937464771,0.2868937999855854,0.28250364368540115,33.5,4.810620001441462,14.360059705795408,1.7209443106953894
frame_34,0,255,2,1,False,False,True,3.736263419235632,True,True,[],[    0.60469   -0.041826     0.79537],51.81658110499403,-3.613492957770735,0.33156789071083814,0.28576690497460366,0.287189456036557,33.5,4.923309502539635,14.696446276237719,1.7173247564406622
frame_35,0,255,2,1,False,False,True,3.802197792464482,True,True,[],[    0.48909    -0.02729     0.87181],57.524046885703086,-2.104504032213046,0.3682824519776242,0.36417905203584233,0.43943544750643726,33.5,2.9179052035842314,8.710164786818602,1.7094410819522405
frame_36,0,255,2,1,False,False,True,3.5483870967741935,True,True,[],[    0.56982   -0.012862     0.82167],51.03639831068751,-0.22307722926008972,0.3627154081828663,0.280851250714768,0.27909827064644116,33.5,5.4148749285232,16.16380575678567,1.7024722452759977
frame_37,0,255,2,1,False,False,True,3.2580645161290325,True,True,[],[    0.49038  -0.0039792      0.8715],50.99724770500867,-7.8211556419037835,0.34259854165617165,0.2751409184799001,0.27669771192636156,33.5,5.985908152009994,17.868382543313416,1.6652466364180667
frame_38,0,255,2,1,False,False,True,3.0904980208103563,True,True,[],[    0.48786   -0.022511     0.87263],58.120049413423445,-2.284415640382918,0.3003328882963321,0.27439485337251,0.26592261105607073,33.5,6.060514662749,18.091088545519405,1.695902401656345
frame_39,0,255,2,1,False,False,True,2.9610777366574608,True,True,[],[    0.41729  -0.0062792     0.90875],63.00239099923573,0.9551801313128278,0.40660096996988093,0.30075262830353466,0.29643084546074994,33.5,3.4247371696465354,10.223096028795627,1.6912860245931716
