frame_id,class_name,object_id,track_id,is_3D_complete,in_image_borders,does_overlap,is_front_fish,aspect_ratio,pointcloud_size_ok,fish_3d_ok,overlapping_fish_ids,fish_direction,elevation_deg,azimuth_deg,raw_length,filtered_length,spine_length,gt,abs_error_cm,rel_error_%,fish_dist_from_camera
frame_0,0,255,2,1,False,True,False,2.5357142857142856,True,True,[1],[   -0.43044    0.044439     0.90152],-9.98345884282832,-10.353647622242017,0.4292008660563351,0.16747390785306818,0.17763601354248315,33.5,16.752609214693184,50.00778870057667,1.7595341798215003
frame_0,0,127,1,1,False,True,True,2.341232457183266,True,True,[2],[    0.40546   -0.096781     0.90897],60.84972342474293,-13.336792573416027,0.4991020937782893,0.27609386764871346,0.27339332927821103,33.5,5.890613235128655,17.583920104861658,1.654388378373534
frame_1,0,255,2,1,False,True,False,2.5714285714285716,True,True,[1],[   -0.41654    0.041001     0.90819],63.63181820305175,177.4955350525876,0.4111531027653441,0.4104050858311321,0.3921098567604924,33.5,7.540508583113209,22.508980845114056,1.7597021096428411
frame_1,0,127,1,1,False,True,True,2.5157481034153646,True,True,[2],[    0.45637    -0.10732     0.88329],59.79614651243757,-13.625536502105497,0.26268941363671106,0.26345344586895414,0.258247231487832,33.5,7.154655413104588,21.357180337625636,1.6439260882376816
frame_2,0,255,2,1,False,True,False,2.4642857142857144,True,True,[1],[   -0.37595    0.021233      0.9264],1.4664951207839612,-13.53926360072527,0.42543492901761226,0.15518846112338147,0.1545809445015243,33.5,17.981153887661854,53.67508623182643,1.7641190031750336
frame_2,0,127,1,1,False,True,True,2.3174601412311384,True,True,[2],[    0.40471    -0.11712     0.90692],60.9691590903771,-15.45661477357882,0.47950177531790583,0.2894312402629631,0.28512648931945317,33.5,4.556875973703694,13.602614846876698,1.6447578007348107
frame_3,0,255,2,1,False,False,True,4.3,True,False,[],,-7.104758283918983,-7.65561428996979,-1.0,0.2516797152119555,0.24731147088099123,33.5,8.332028478804453,24.871726802401355,1.7598673053107525
frame_4,0,255,2,1,False,False,True,4.129032258064516,True,False,[],,-17.433690724597376,-6.670748279128813,-1.0,0.2537358988069832,0.2528091612218675,33.5,8.12641011930168,24.25794065463188,1.7569898867371059
frame_5,0,255,1,1,False,True,False,2.0872482125939498,True,True,[2],[    0.24571   -0.039229     0.96855],60.463273581655564,-15.998675873073319,0.5110370337087622,0.2539083842442045,0.2536791179043166,33.5,8.109161575579554,24.206452464416582,1.6070153919015293
frame_5,0,127,2,1,False,True,False,2.2666666666666666,True,True,[1],[   -0.44937    0.020833      0.8931],-13.032374524244315,-8.654668985419255,0.45334774870457273,0.1724114748548617,0.17337843969682257,33.5,16.258852514513833,48.53388810302637,1.7670588298246168
