video_day,source_folder,video_name,frame_id,class_name,object_id,track_id,is_3D_complete,in_image_borders,does_overlap,is_front_fish,aspect_ratio,fish_3d_ok,overlapping_fish_ids,fish_direction,elevation_deg,azimuth_deg,raw_length,filtered_length,spine_length,gt,abs_error_cm,rel_error_%,fish_dist_from_camera
2025_08_21,12_09_03,12_09_03,frame_22,0,255,1,-1,False,False,True,4.650914367646204,False,[],,19.51921995179348,5.13348675663431,-1.0,0.2829865181610033,0.2851622596857186,28.9,0.6013481838996693,2.080789563666676,1.7578471108047065
2025_08_21,12_09_03,12_09_03,frame_23,0,255,1,-1,False,False,True,4.447346434387102,False,[],,16.109283030463253,5.62585947899089,-1.0,0.2802242189461501,0.2832589991862412,28.9,0.8775781053849852,3.036602440778496,1.7584943323636535
2025_08_21,12_09_03,12_09_03,frame_24,0,255,1,-1,False,False,True,4.439665427920535,False,[],,18.854376730631856,5.1178954909972045,-1.0,0.2839990783575986,0.2889281358211081,28.9,0.5000921642401346,1.7304227136336836,1.761940148877789
2025_08_21,12_09_03,12_09_03,frame_25,0,255,2,-1,False,True,True,4.038461538461538,False,[1],,14.793302427263836,3.5782660075156185,-1.0,0.2361388379163282,0.2381902761807156,28.9,5.286116208367172,18.29105954452309,1.7755187198231828
2025_08_21,12_09_03,12_09_03,frame_25,0,127,1,-1,False,True,True,4.297366477716365,False,[2],,17.86535689839478,4.705255340972925,-1.0,0.2750690352395402,0.2821085741554759,28.9,1.393096476045974,4.820403031300949,1.7692621659919925
2025_08_21,12_09_03,12_09_03,frame_26,0,255,1,-1,False,False,True,4.226851589789908,False,[],,17.24194656597659,6.973459076161525,-1.0,0.2764711277095886,0.2744758634135584,28.9,1.252887229041133,4.335249927477969,1.7659235909615651
2025_08_21,12_09_03,12_09_03,frame_27,0,255,1,-1,False,False,True,4.145630927964973,False,[],,13.176868039504086,5.525075097076715,-1.0,0.2712274343337825,0.2634130175935015,28.9,1.7772565666217488,6.149676701113318,1.774177963927954
2025_08_21,12_09_03,12_09_03,frame_28,0,255,1,-1,False,False,True,3.990834716864592,False,[],,6.656683714586195,3.401504056152834,-1.0,0.2499950719407989,0.2424097244628253,28.9,3.900492805920108,13.496514899377535,1.779683687099039
2025_08_21,12_09_03,12_09_03,frame_29,0,255,1,-1,False,False,True,3.851236069277472,False,[],,12.34013190481497,5.090326663425473,-1.0,0.248378400851696,0.2668975551178604,28.9,4.06215991483039,14.05591666031277,1.7772568130098267
2025_08_21,12_09_03,12_09_03,frame_30,0,255,1,-1,False,False,True,3.792654578912528,False,[],,6.5716770797211055,4.264966583729747,-1.0,0.2626458618409736,0.2885525463537224,28.9,2.635413815902632,9.119078947759972,1.7745986268633889
2025_08_21,12_09_03,12_09_03,frame_31,0,255,1,-1,False,False,True,3.670288070484635,False,[],,1.735468984654037,4.648901800889576,-1.0,0.2669334367999587,0.2735604137146142,28.9,2.20665632000413,7.635488996554083,1.7792476700785944
2025_08_21,12_09_03,12_09_03,frame_32,0,255,1,-1,False,False,True,3.5517241379310347,False,[],,-7.745634531225137,2.9115391285171204,-1.0,0.2797320131521456,0.2947353148631378,28.9,0.9267986847854404,3.206915864309482,1.7883409879122123
2025_08_21,12_09_03,12_09_03,frame_33,0,255,1,-1,False,False,True,3.655172413793104,False,[],,-11.646654752984816,4.142814724577645,-1.0,0.3102067170473253,0.3174159960732917,28.9,2.12067170473253,7.337964376237129,1.782389273490156
2025_08_21,12_09_03,12_09_03,frame_34,0,255,1,-1,False,False,True,3.413793103448276,False,[],,-4.487769649783122,5.393716257200145,-1.0,0.2602701829856332,0.256463840224005,28.9,2.872981701436678,9.941113153760131,1.7872894541515518
2025_08_21,12_09_03,12_09_03,frame_35,0,255,1,-1,False,False,True,3.5874814387277576,False,[],,-7.681040295901048,5.698096585817478,-1.0,0.2679861056023542,0.2867162443199977,28.9,2.1013894397645725,7.271243736209594,1.7845853884031275
2025_08_21,12_09_03,12_09_03,frame_36,0,255,1,-1,False,False,True,3.390963573253564,False,[],,58.93217682865569,174.76610901936778,-1.0,0.7317882452993825,0.7893159572722612,28.9,44.27882452993825,153.2139257091289,1.7712516941807486
2025_08_21,12_09_03,12_09_03,frame_37,0,255,1,-1,False,False,True,3.419354838709677,False,[],,-11.103038906554552,6.162281002463171,-1.0,0.2787714637037431,0.2809369278046519,28.9,1.0228536296256807,3.5392859156597947,1.7940000037403585
2025_08_21,12_09_03,12_09_03,frame_38,0,255,1,-1,False,False,True,3.593567388196228,False,[],,-14.580999362465484,8.326761709574015,-1.0,0.2845908185960095,0.2945879512407997,28.9,0.4409181403990436,1.525668305879044,1.8022281215214744
2025_08_21,12_09_03,12_09_03,frame_39,0,255,1,-1,False,False,True,3.5234962863015373,False,[],,-14.709366852364049,5.381793536246732,-1.0,0.2667970000285531,0.2698301456792673,28.9,2.2202999971446866,7.68269895205774,1.7901342180343942
2025_08_21,12_09_03,12_09_03,frame_40,0,255,1,-1,False,False,True,3.391071566005396,False,[],,-34.09542312058575,8.198169372869563,-1.0,0.3474105460502072,0.43536505560499,28.9,5.841054605020729,20.211261609068263,1.8233037235724985
2025_08_21,12_09_03,12_09_03,frame_41,0,255,1,-1,False,False,True,3.1445152580203173,False,[],,-22.725536542494268,6.385575564100935,-1.0,0.3134351224689429,0.3230936531172638,28.9,2.443512246894292,8.45505967783492,1.7934829839547135
2025_08_21,12_09_03,12_09_03,frame_42,0,255,1,-1,False,False,True,2.5202205415231904,False,[],,-20.67488627142678,25.319831655182043,-1.0,0.1224801836057389,0.1232282255540419,28.9,16.6519816394261,57.61931363123218,2.029567618261684
2025_08_21,12_09_03,12_09_03,frame_43,0,255,1,-1,False,False,True,2.572201964727632,False,[],,54.433393103445205,-142.35698329399787,-1.0,0.2929470045844893,0.3015098676599523,28.9,0.3947004584489322,1.3657455309651634,1.9752985047971152
2025_08_21,12_09_03,12_09_03,frame_44,0,255,1,-1,False,False,True,2.968749841169348,False,[],,75.17945518799336,177.4542195402092,-1.0,0.4723414286736893,0.4853382837492668,28.9,18.334142867368936,63.43994071753958,1.880305605197172
2025_08_21,12_09_03,12_09_03,frame_45,0,255,1,-1,False,False,True,2.7525493981324827,False,[],,-1.0,-1.0,-1.0,-1.0,0.3656313416311278,28.9,,,1.8249676764532707
2025_08_21,12_09_03,12_09_03,frame_46,0,255,1,-1,False,False,True,2.72676049066114,False,[],,-23.98874416934626,11.941093822706694,-1.0,0.2569942063766901,0.3140411091686663,28.9,3.200579362330985,11.074669073809638,1.7999011071570723
2025_08_21,12_09_03,12_09_03,frame_47,0,255,1,-1,False,False,True,2.468009431626776,False,[],,-25.854858876414912,48.708173655567045,-1.0,0.1377259045195561,0.1435842569265727,28.9,15.127409548044383,52.34397767489407,2.039686891809106
2025_08_21,12_09_03,12_09_03,frame_48,0,255,1,-1,False,False,True,2.391710188967317,False,[],,43.13483604432002,-137.22667815581738,-1.0,0.2063122381713826,0.2140979364580446,28.9,8.268776182861732,28.611682293639213,2.0438416162995914
2025_08_21,12_09_03,12_09_03,frame_49,0,255,1,-1,False,False,True,1.34375,False,[],,77.34665180704658,-155.23854923097838,-1.0,0.3547354674873981,0.3695690712821962,28.9,6.573546748739817,22.745836500829817,1.809901887879652
2025_08_21,12_09_03,12_09_03,frame_50,0,255,1,-1,False,False,True,1.375,False,[],,71.6085684264818,-119.92717687952734,-1.0,0.1935417753694277,0.1928804228555781,28.9,9.545822463057224,33.03052755383122,1.740104014651282
2025_08_21,12_09_03,12_09_03,frame_51,0,255,1,-1,False,False,True,1.4,False,[],,73.61410544150426,-158.8209271098632,-1.0,0.3656515010618941,0.3959256912117896,28.9,7.665150106189417,26.523010748060265,1.8302217361067428
2025_08_21,12_09_03,12_09_03,frame_52,0,255,1,-1,False,False,True,1.2,False,[],,-1.0,-1.0,-1.0,-1.0,0.0942675002011732,28.9,,,1.689648625897426
2025_08_21,12_09_03,12_09_03,frame_53,0,255,1,-1,False,False,True,1.2380496051814418,False,[],,76.85332343850045,-159.78740194869297,-1.0,0.3743133778652787,0.3948885899665123,28.9,8.531337786527876,29.520199953383656,1.7913505609708888
2025_08_21,12_09_03,12_09_03,frame_54,0,255,1,-1,False,False,True,1.1146788225448845,False,[],,78.92238572798935,-148.7955726132694,-1.0,0.3749721031266499,0.3598323304978068,28.9,8.597210312664998,29.74813256977508,1.7870973306072602
2025_08_21,12_09_03,12_09_03,frame_55,0,255,1,-1,False,False,True,1.0452675394525468,False,[],,77.23661421584306,95.01918192544672,-1.0,0.2422017146202075,0.2694796397443739,28.9,4.679828537979241,16.1931783321081,1.70255900710253
2025_08_21,12_09_03,12_09_03,frame_56,0,255,1,-1,False,False,True,1.866326527718794,False,[],,77.28799335898269,40.28788944715788,-1.0,0.2040194853192951,0.2253775740175937,28.9,8.498051468070484,29.40502238086673,1.6835913169414234
2025_08_21,12_09_03,12_09_03,frame_57,0,255,1,-1,False,False,True,1.9049181474330663,False,[],,-1.0,-1.0,-1.0,-1.0,0.2824355028545091,28.9,,,1.6578909721427832
2025_08_21,12_09_03,12_09_03,frame_58,0,255,1,-1,False,False,True,2.160803809697389,False,[],,46.549236465029054,-4.481801895243116,-1.0,0.1716583600281753,0.1997471716308522,28.9,11.734163997182462,40.60264358886665,1.6622761857545847
2025_08_21,12_09_03,12_09_03,frame_59,0,255,1,-1,False,False,True,2.178257004493357,False,[],,61.04165595109252,3.082747651918272,-1.0,0.2346489202316355,0.236001581126013,28.9,5.435107976836445,18.80660199597386,1.6663735382388207
2025_08_21,12_09_03,12_09_03,frame_60,0,255,1,-1,False,False,True,2.1463414634146343,False,[],,58.314722609386855,4.351681322776875,-1.0,0.2265730598255789,0.2112026085951097,28.9,6.242694017442102,21.60101736139136,1.6530475871595711
2025_08_21,12_09_03,12_09_03,frame_61,0,255,1,-1,False,False,True,2.6043033317973494,False,[],,47.53591487969528,-6.542166231015065,-1.0,0.1777097349971719,0.1709137032005291,28.9,11.129026500282809,38.50874221551145,1.6498039475590778
2025_08_21,12_09_03,12_09_03,frame_62,0,255,1,-1,False,False,True,2.561746077085834,False,[],,53.10496797867767,-6.60084775893073,-1.0,0.1824472061396375,0.2106244630992107,28.9,10.655279386036248,36.869478844416086,1.637188169096715
2025_08_21,12_09_03,12_09_03,frame_63,0,255,1,-1,False,False,True,2.712592404525766,False,[],,52.324327877166006,1.1820150030009144,-1.0,0.2786736126101731,0.2336926817052458,28.9,1.0326387389826883,3.573144425545636,1.6472394441463232
2025_08_21,12_09_03,12_09_03,frame_64,0,255,1,-1,False,False,True,2.7730500822706508,False,[],,67.77565674987447,18.948478674444893,-1.0,0.3273469323042082,0.3612127628356884,28.9,3.8346932304208217,13.268834707338485,1.6607282198307978
2025_08_21,12_09_03,12_09_03,frame_65,0,255,1,-1,False,False,True,3.347050676660264,False,[],,62.51203124546807,3.573943273726921,-1.0,0.2864959270033314,0.277031623426854,28.9,0.2504072996668605,0.8664612445220087,1.657498113952878
2025_08_21,12_09_03,12_09_03,frame_66,0,255,1,-1,False,False,True,3.499999970109636,False,[],,54.51028378668752,-1.6057903075391646,-1.0,0.226543175371677,0.2250710454845232,28.9,6.245682462832297,21.61135800287992,1.632649916095274
2025_08_21,12_09_03,12_09_03,frame_67,0,255,1,-1,False,False,True,4.037234256346579,False,[],,69.61022490900613,5.576948809364712,-1.0,0.3934766629016597,0.4029681128545554,28.9,10.447666290165976,36.15109442964005,1.654744620324997
2025_08_21,12_09_03,12_09_03,frame_68,0,255,1,-1,False,False,True,3.947916685935809,False,[],,52.788951942044925,11.273434337959172,-1.0,0.1872079264707009,0.1917844000556624,28.9,10.179207352929904,35.22217077138375,1.564632868212323
2025_08_21,12_09_03,12_09_03,frame_69,0,255,1,-1,False,False,True,4.012358568614489,False,[],,75.47425363563305,3.3108533954505344,-1.0,0.4334323693552293,0.6251459644107273,28.9,14.443236935522934,49.976598392812924,1.6533427142106687
2025_08_21,12_09_03,12_09_03,frame_70,0,255,1,-1,False,False,True,3.9127275115295657,False,[],,65.87382541495695,4.684538179113214,-1.0,0.278901352412394,0.3051392691802618,28.9,1.009864758760598,3.4943417258152185,1.6051899367635034
2025_08_21,12_09_03,12_09_03,frame_71,0,255,1,-1,False,False,True,3.6666666666666665,False,[],,68.15732668404432,25.36678778909611,-1.0,0.2886072566259448,0.2531192924175314,28.9,0.0392743374055204,0.1358973612647766,1.6524052493435015
2025_08_21,12_09_03,12_09_03,frame_72,0,255,1,-1,False,False,True,3.606060606060606,False,[],,80.89001387727889,17.497365533783316,-1.0,0.4263696439351665,0.4177281215326218,28.9,13.736964393516654,47.53274876649362,1.642937732782967
2025_08_21,12_09_03,12_09_03,frame_73,0,255,1,-1,False,False,True,3.59375,False,[],,78.43791044276506,20.13548764969748,-1.0,0.3811867373228887,0.3874710617420082,28.9,9.21867373228888,31.89852502522104,1.57438132574576
2025_08_21,12_09_03,12_09_03,frame_74,0,255,1,-1,False,False,True,3.4245966551215314,False,[],,75.09640113443419,42.2249717665183,-1.0,0.3042823390780487,0.3314895030629886,28.9,1.5282339078048712,5.288006601400939,1.527433864200857
2025_08_21,12_09_03,12_09_03,frame_75,0,255,1,-1,False,False,True,2.7965308183706306,False,[],,-1.0,-1.0,-1.0,-1.0,0.1256992607335309,28.9,,,1.501176127505787
2025_08_21,12_09_03,12_09_03,frame_76,0,255,1,-1,False,False,True,2.6766828262800746,False,[],,50.79725078106065,119.81762971692994,-1.0,0.1586387635352595,0.1804383171684965,28.9,13.036123646474046,45.1076942784569,1.480237743563956
2025_08_21,12_09_03,12_09_03,frame_77,0,255,1,-1,False,False,True,2.282051282051282,False,[],,80.16334642410646,45.72537925796329,-1.0,0.2659528614918067,0.2748645791504712,28.9,2.304713850819323,7.974788411139526,1.5243509536960371
2025_08_21,12_09_03,12_09_03,frame_78,0,255,1,-1,False,False,True,2.4705882352941178,False,[],,61.57882438713898,100.84393160549725,-1.0,0.1364957736466836,0.1727723238457335,28.9,15.250422635331637,52.76962849595722,1.4726407467856888
2025_08_21,12_09_03,12_09_03,frame_79,0,255,1,-1,False,False,True,2.5294117647058822,False,[],,-1.0,-1.0,-1.0,-1.0,0.1371901525616689,28.9,,,1.4616344451904295
2025_08_21,12_09_03,12_09_03,frame_80,0,255,1,-1,False,False,True,2.235294117647059,False,[],,-1.0,-1.0,-1.0,-1.0,0.1391404297269388,28.9,,,1.4537732116985596
2025_08_21,12_09_03,12_09_03,frame_81,0,255,1,-1,False,False,True,2.4545454545454546,False,[],,-1.0,-1.0,-1.0,-1.0,0.1482563347914411,28.9,,,1.4526537758927858
2025_08_21,12_09_03,12_09_03,frame_82,0,255,1,-1,False,False,True,2.0277777777777777,False,[],,78.96487688547262,138.89797517901303,-1.0,0.3402928268062546,0.3573385020130515,28.9,5.129282680625463,17.748382977942782,1.516773577396479
2025_08_21,12_09_03,12_09_03,frame_83,0,255,1,-1,False,False,True,2.3529411764705883,False,[],,77.40693594110044,130.25967121362737,-1.0,0.28248904960207,0.2905591700945307,28.9,0.6510950397929982,2.2529240131245616,1.499934615456438
2025_08_21,12_09_03,12_09_03,frame_84,0,255,1,-1,False,False,True,2.1875,False,[],,54.39433454067928,107.71441115278704,-1.0,0.1487052919171565,0.1310018865067118,28.9,14.029470808284344,48.54488168956521,1.445690680468204
2025_08_21,12_09_03,12_09_03,frame_85,0,255,1,-1,False,False,True,2.117647058823529,False,[],,-1.0,-1.0,-1.0,-1.0,0.1558462880109348,28.9,,,1.4453347907474003
2025_08_21,12_09_03,12_09_03,frame_86,0,255,1,-1,False,False,True,1.9411764705882355,False,[],,85.68620250369383,-158.28136882695998,-1.0,0.1674722507711032,0.185886790291142,28.9,12.15277492288967,42.0511243006563,1.4403474274730184
2025_08_21,12_09_03,12_09_03,frame_87,0,255,1,-1,False,False,True,1.8823531391711827,False,[],,78.27489204687579,148.4488797747791,-1.0,0.2671007506315583,0.262411701304613,28.9,2.189924936844162,7.577594937177031,1.507449864659016
2025_08_21,12_09_03,12_09_03,frame_88,0,255,1,-1,False,False,True,2.27027027027027,False,[],,63.25449397689684,-141.9069453437871,-1.0,0.3024709093777569,0.2824523073673959,28.9,1.3470909377756912,4.661214317562946,1.8405958585770352
2025_08_21,12_09_03,12_09_03,frame_89,0,255,1,-1,False,False,True,2.3788204729989064,False,[],,76.64890395823167,176.0687488559533,-1.0,0.5244008315389388,0.5142487924207427,28.9,23.54008315389388,81.45357492696846,1.5538092870913929
2025_08_21,12_09_03,12_09_03,frame_90,0,255,1,-1,False,False,True,2.333333333333333,False,[],,68.14676839212906,113.55621119134624,-1.0,0.316164389850998,0.3151309125542922,28.9,2.7164389850998063,9.39944285501663,1.566066312533553
2025_08_21,12_09_03,12_09_03,frame_91,0,255,1,-1,False,False,True,1.8285714285714283,False,[],,77.07464388481841,163.38673020481397,-1.0,0.2807150918780488,0.2918553448394234,28.9,0.8284908121951207,2.86675021520803,1.5064870376360746
2025_08_21,12_09_03,12_09_03,frame_92,0,255,1,-1,False,False,True,2.434812685267983,False,[],,-1.0,-1.0,-1.0,-1.0,0.0979478518404646,28.9,,,1.8278705827406143
2025_08_21,12_09_03,12_09_03,frame_93,0,255,1,-1,False,False,True,1.8484848484848484,False,[],,-1.0,-1.0,-1.0,-1.0,0.1299932408918658,28.9,,,1.5437718431450105
2025_08_21,12_09_03,12_09_03,frame_94,0,255,1,-1,False,False,True,2.439040267314464,False,[],,-1.0,-1.0,-1.0,-1.0,0.1210780342036123,28.9,,,1.5407806537515638
2025_08_21,12_09_03,12_09_03,frame_95,0,255,1,-1,False,False,True,2.361111111111111,False,[],,64.06877378597166,106.30027355686478,-1.0,0.2173356703300073,0.2230338083676087,28.9,7.166432966999264,24.79734590657185,1.562775536219279
2025_08_21,12_09_03,12_09_03,frame_96,0,255,1,-1,False,False,True,2.342857142857143,False,[],,76.59834949337174,114.87139550903248,-1.0,0.2843294121434963,0.2634389503679864,28.9,0.4670587856503705,1.6161203655722165,1.5529329197143946
2025_08_21,12_09_03,12_09_03,frame_97,0,255,1,-1,False,False,True,2.46875,False,[],,72.76370693018418,126.4046200232278,-1.0,0.2436524974715497,0.2354017929308569,28.9,4.5347502528450265,15.691177345484522,1.557097124472684
2025_08_21,12_09_03,12_09_03,frame_98,0,255,1,-1,False,False,True,2.53125,False,[],,78.25099829312973,145.75781681348346,-1.0,0.2334057604873318,0.2545741928846506,28.9,5.559423951266812,19.23676107704779,1.5479089458920965
2025_08_21,12_09_03,12_09_03,frame_99,0,255,1,-1,False,False,True,2.82877691014059,False,[],,66.15622355128336,86.47784678363669,-1.0,0.1365973040235049,0.1459024615755764,28.9,15.240269597649508,52.73449687767996,1.5580389139201336
2025_08_21,12_09_03,12_09_03,frame_100,0,255,1,-1,False,False,True,1.7837837837837838,False,[],,73.51307746010967,171.39602084647584,-1.0,0.4685315851505649,0.46601946426624,28.9,17.953158515056494,62.121655761441154,1.5190638669788947
2025_08_21,12_09_03,12_09_03,frame_101,0,255,1,-1,False,False,True,2.235294117647059,False,[],,73.326218436663,126.0766550517512,-1.0,0.2265083990103744,0.2760518977074232,28.9,6.249160098962553,21.62339134589119,1.539194951006161
2025_08_21,12_09_03,12_09_03,frame_102,0,255,1,-1,False,False,True,2.6268217262794997,False,[],,76.90651546618672,177.938049229411,-1.0,0.48472070626231,0.492722560733404,28.9,19.572070626231003,67.72342777242561,1.5671951292068
2025_08_21,12_09_03,12_09_03,frame_103,0,255,1,-1,False,False,True,2.577439171039924,False,[],,77.23115464006172,-178.98526844746542,-1.0,0.4828420943422904,0.4941764886791411,28.9,19.38420943422904,67.07338904577523,1.6447528933709668
2025_08_21,12_09_03,12_09_03,frame_104,0,255,1,-1,False,False,True,2.5307110911716904,False,[],,64.87608926749049,97.9706382302576,-1.0,0.1258745502651364,0.1553372505140212,28.9,16.31254497348636,56.44479229580056,1.5415819337445509
2025_08_21,12_09_03,12_09_03,frame_105,0,255,1,-1,False,False,True,1.875,False,[],,80.88132107856907,141.0051783283964,-1.0,0.1927027732437494,0.2041094761514876,28.9,9.629722675625056,33.32083970804518,1.5172569779018517
2025_08_21,12_09_03,12_09_03,frame_106,0,255,1,-1,False,False,True,1.84375,False,[],,70.54515102651503,179.21540062450657,-1.0,0.4811541070265961,0.4648229350503124,28.9,19.21541070265961,66.48931038982566,1.5008887396302335
2025_08_21,12_09_03,12_09_03,frame_107,0,255,1,-1,False,False,True,1.78125,False,[],,76.76743945284858,-152.67365666287077,-1.0,0.1889920724468681,0.1894538001795871,28.9,10.000792755313189,34.60481922253698,1.5261839886422566
2025_08_21,12_09_03,12_09_03,frame_108,0,255,1,-1,False,False,True,1.7419354838709675,False,[],,-1.0,-1.0,-1.0,-1.0,0.0874583146376397,28.9,,,1.5013470869097445
2025_08_21,12_09_03,12_09_03,frame_109,0,255,1,-1,False,False,True,2.25,False,[],,-1.0,-1.0,-1.0,-1.0,0.0951286175968183,28.9,,,1.5233556907747037
2025_08_21,12_09_03,12_09_03,frame_110,0,255,1,-1,False,False,True,2.1515151515151514,False,[],,30.88530092886026,112.057891891805,-1.0,0.100182419628084,0.1310712863180202,28.9,18.88175803719159,65.33480289685673,1.5078543564354336
2025_08_21,12_09_03,12_09_03,frame_111,0,255,1,-1,False,False,True,2.25,False,[],,-1.0,-1.0,-1.0,-1.0,0.1311623123465297,28.9,,,1.5566858868226938
2025_08_21,12_09_03,12_09_03,frame_112,0,255,1,-1,False,False,True,2.28125,False,[],,80.3661642521631,60.878762198061416,-1.0,0.143748618737254,0.1476153637322307,28.9,14.52513812627459,50.25999351652107,1.5392314641541738
2025_08_21,12_09_03,12_09_03,frame_113,0,255,1,-1,False,False,True,2.636363636363636,False,[],,81.41327722085623,81.25994796543579,-1.0,0.1505784856124572,0.1539538591316204,28.9,13.842151438754277,47.89671778115666,1.538257411505173
2025_08_21,12_09_03,12_09_03,frame_114,0,255,1,-1,False,False,True,1.7741935483870968,False,[],,81.58128049209574,131.5437940717712,-1.0,0.2189582151897695,0.1977252904698546,28.9,7.004178481023043,24.235911699041672,1.5259474919201188
2025_08_21,12_09_03,12_09_03,frame_115,0,255,1,-1,False,False,True,1.78125,False,[],,68.0312443487407,101.4306067405588,-1.0,0.1220613768452398,0.1303394563745974,28.9,16.69386231547601,57.76422946531492,1.5351577651280257
