video_day,source_folder,video_name,frame_id,class_name,object_id,track_id,is_3D_complete,in_image_borders,does_overlap,is_front_fish,aspect_ratio,pointcloud_size_ok,fish_3d_ok,overlapping_fish_ids,fish_direction,elevation_deg,azimuth_deg,raw_length,filtered_length,spine_length,gt,abs_error_cm,rel_error_%,fish_dist_from_camera,especie_gt,failure_reason,unique_track,scenario
2025_08_21,12-09-37_1_compressed,12-09-37_1_compressed,frame_0,0,255,1,1,False,False,True,2.377709021616902,True,True,[],[    0.17029     0.10378     0.97991],78.52089600694744,28.391784029173703,0.3959639504908889,0.3958952438588496,0.4182684589185177,29.1,10.489524385884962,36.04647555286928,1.6845046920395617,red,aspect_ratio_fail,2025_08_21/12-09-37_1_compressed/1,single_fish
2025_08_21,12-09-37_1_compressed,12-09-37_1_compressed,frame_1,0,255,1,1,False,False,True,2.7587938057951717,True,True,[],[    0.16755     0.12004     0.97853],66.65994690689443,34.9563212225144,0.3866074982196767,0.3135129872669921,0.3088896814686039,29.1,2.2512987266992113,7.73642174123441,1.6643013644605966,red,aspect_ratio_fail,2025_08_21/12-09-37_1_compressed/1,single_fish
2025_08_21,12-09-37_1_compressed,12-09-37_1_compressed,frame_2,0,255,1,1,False,False,True,2.9179775404150243,True,True,[],[    0.19632     0.10251     0.97517],76.66259658546593,24.943686046516795,0.5028041385087776,0.4247738775668688,0.431788424622289,29.1,13.377387756686879,45.97040466215421,1.6898023738844754,red,aspect_ratio_fail,2025_08_21/12-09-37_1_compressed/1,single_fish
2025_08_21,12-09-37_1_compressed,12-09-37_1_compressed,frame_3,0,255,1,1,False,False,True,3.2338750702181893,True,True,[],[   0.088092    0.073477      0.9934],57.28717364650877,12.869174702632192,0.7776798134621328,0.3090581437490899,0.3005704482656426,29.1,1.8058143749089908,6.205547680099612,1.6834898976414567,red,angle_fail,2025_08_21/12-09-37_1_compressed/1,single_fish
2025_08_21,12-09-37_1_compressed,12-09-37_1_compressed,frame_4,0,255,1,1,False,False,True,3.393939393939394,True,True,[],[    0.32802    0.082446     0.94107],58.91621867900131,15.385493131363615,0.530785368588133,0.3064735384531468,0.2921554437685121,29.1,1.547353845314678,5.31736716602983,1.691555611599783,red,angle_fail,2025_08_21/12-09-37_1_compressed/1,single_fish
2025_08_21,12-09-37_1_compressed,12-09-37_1_compressed,frame_5,0,255,1,1,False,False,True,3.5625,True,True,[],[    0.38742    0.056656     0.92016],51.41939833549292,11.778293808548783,0.3689046592448595,0.2892555597235974,0.2858732753145688,29.1,0.1744440276402628,0.5994640125094972,1.6958251866467002,red,angle_fail,2025_08_21/12-09-37_1_compressed/1,single_fish
2025_08_21,12-09-37_1_compressed,12-09-37_1_compressed,frame_6,0,255,1,1,False,False,True,3.806451612903226,True,True,[],[    0.50281    0.050217     0.86294],59.033292991734896,5.628862354053864,0.336175584400516,0.3325585437095526,0.3442601720872557,29.1,4.155854370955261,14.281286498128038,1.7150380886153669,red,angle_fail,2025_08_21/12-09-37_1_compressed/1,single_fish
2025_08_21,12-09-37_1_compressed,12-09-37_1_compressed,frame_7,0,255,1,1,False,False,True,3.7096774193548394,True,True,[],[    0.34223    0.080695     0.93615],47.603560679840605,8.638547997151381,0.5892089269005331,0.2822090889480361,0.270278807999739,29.1,0.879091105196391,3.020931632977301,1.7086569569676155,red,angle_fail,2025_08_21/12-09-37_1_compressed/1,single_fish
2025_08_21,12-09-37_1_compressed,12-09-37_1_compressed,frame_8,0,255,1,1,False,False,True,3.71875,True,True,[],[    0.68208    0.055399     0.72918],45.11032565511436,5.037294604466301,0.3323291858722594,0.3001150314714897,0.2939138592980962,29.1,0.9115031471489701,3.1323132204432067,1.717405151752284,red,angle_fail,2025_08_21/12-09-37_1_compressed/1,single_fish
2025_08_21,12-09-37_1_compressed,12-09-37_1_compressed,frame_9,0,255,1,1,False,False,True,4.0,True,True,[],[    0.51991    0.077056     0.85074],47.23446807768188,6.045991486833486,0.4840293584245305,0.302415875526365,0.2918253998205828,29.1,1.1415875526364978,3.92298128053781,1.718995066855172,red,angle_fail,2025_08_21/12-09-37_1_compressed/1,single_fish
2025_08_21,12-09-37_1_compressed,12-09-37_1_compressed,frame_10,0,255,1,1,False,False,True,3.812499977648256,True,False,[],,58.347277318017575,10.09798595660353,-1.0,0.5477209636817395,0.7651551123500547,29.1,25.672096368173946,88.22026243358744,1.7169706635871145,red,angle_fail,2025_08_21/12-09-37_1_compressed/1,single_fish
