unique_track,video_day,source_folder,track_id,n_frames_validos,calculated_length_cm,gt_cm,abs_error_cm,mean_elevation_deg
2025_08_21_12-07-32_0_1,2025_08_21,12-07-32_0,1,196.0,29.523560962109542,29.1,0.42356096210954064,5.018009269490241
2025_08_21_12-08-05_1_2,2025_08_21,12-08-05_1,2,27.0,29.063507106846725,29.1,0.03649289315327664,11.447987192621476
2025_08_21_12-08-05_1_8,2025_08_21,12-08-05_1,8,26.0,29.07944308233838,29.1,0.020556917661622265,-0.40208421944748535
2025_08_21_12-09-03_0_compressed_1,2025_08_21,12-09-03_0_compressed,1,11.0,17.28788312817867,29.1,11.812116871821331,-9.405450271642616
2025_08_21_12-09-03_0_compressed_3,2025_08_21,12-09-03_0_compressed,3,16.0,29.28369480496747,29.1,0.1836948049674696,10.556100879536528
2025_08_21_12-09-37_1_compressed_1,2025_08_21,12-09-37_1_compressed,1,112.0,30.971488529030168,29.1,1.8714885290301666,-3.574029823205921
2025_08_21_12-11-09_1_compressed_1,2025_08_21,12-11-09_1_compressed,1,66.0,29.9180105566484,29.1,0.8180105566483995,-8.523906441660019
2025_08_21_12-12-06_0_compressed_1,2025_08_21,12-12-06_0_compressed,1,73.0,31.57647683607904,29.1,2.476476836079037,-9.503630028976232
2025_08_21_12-13-38_0_compressed_9,2025_08_21,12-13-38_0_compressed,9,15.0,25.92588870983813,29.1,3.1741112901618713,-3.9123281358240387
2025_08_21_12-14-12_1_compressed_1,2025_08_21,12-14-12_1_compressed,1,36.0,29.497695692844534,29.1,0.39769569284453254,-4.720584651454973
2025_08_21_13-33-04_0_1,2025_08_21,13-33-04_0,1,21.0,28.303970280517582,29.1,0.7960297194824193,-3.1160972713958817
2025_08_21_13-33-04_0_3,2025_08_21,13-33-04_0,3,71.0,29.47220345283958,29.1,0.3722034528395781,1.4925821121497733
2025_08_21_13-33-43_1_1,2025_08_21,13-33-43_1,1,107.0,29.71227716833918,29.1,0.6122771683391797,5.844288160448404
2025_08_21_13-34-25_0_compressed_1,2025_08_21,13-34-25_0_compressed,1,41.0,28.674844438110426,29.1,0.42515556188957504,-20.527932180890026
2025_08_21_13-35-56_0_compressed_1,2025_08_21,13-35-56_0_compressed,1,13.0,30.54040355509771,29.1,1.44040355509771,-14.650624446778524
2025_08_21_13-36-41_1_compressed_1,2025_08_21,13-36-41_1_compressed,1,102.0,31.204269279025194,29.1,2.1042692790251927,13.392334771925261
2025_08_21_13-37-28_0_compressed_1,2025_08_21,13-37-28_0_compressed,1,92.0,28.36657668468982,29.1,0.7334233153101799,5.6326747368933034
2025_08_21_13-37-28_0_compressed_3,2025_08_21,13-37-28_0_compressed,3,72.0,30.497422395837948,29.1,1.3974223958379461,-13.64882702479047
2025_08_21_13-38-13_1_compressed_1,2025_08_21,13-38-13_1_compressed,1,93.0,29.998858209069695,29.1,0.8988582090696937,3.273811807279781
2025_08_21_13-38-54_0_compressed_1,2025_08_21,13-38-54_0_compressed,1,104.0,29.867585809295825,29.1,0.7675858092958237,-3.7380165685353037
2025_08_21_13-40-21_0_compressed_1,2025_08_21,13-40-21_0_compressed,1,11.0,21.248788133637532,29.1,7.851211866362469,-19.625151649471498
2025_08_21_13-43-24_0_compressed_1,2025_08_21,13-43-24_0_compressed,1,12.0,30.69194816233058,29.1,1.5919481623305778,-23.580819911858455
2025_08_21_13-52-34_0_compressed_1,2025_08_21,13-52-34_0_compressed,1,46.0,31.11872228509535,29.1,2.0187222850953503,-10.358975417771623
2025_08_21_13-52-34_0_compressed_2,2025_08_21,13-52-34_0_compressed,2,230.0,29.83322412490612,29.1,0.7332241249061191,-24.52732693200073
2025_08_21_13-54-05_0_compressed_1,2025_08_21,13-54-05_0_compressed,1,529.0,28.61277801762206,29.1,0.48722198237794245,-25.783269766765077
2025_08_21_13-55-37_0_compressed_1,2025_08_21,13-55-37_0_compressed,1,179.0,28.55718781401679,29.1,0.5428121859832125,-25.565623321976112
2025_08_21_13-57-08_0_compressed_1,2025_08_21,13-57-08_0_compressed,1,227.0,28.394916541418546,29.1,0.7050834585814556,-25.750360910698717
2025_08_21_13-58-40_0_compressed_1,2025_08_21,13-58-40_0_compressed,1,99.0,31.15098524818433,29.1,2.050985248184329,-8.131899321807914
