video_day,source_folder,frame_id,class_name,object_id,track_id,is_3D_complete,in_image_borders,does_overlap,is_front_fish,aspect_ratio,fish_3d_ok,overlapping_fish_ids,fish_direction,elevation_deg,azimuth_deg,raw_length,filtered_length,spine_length,gt,abs_error_cm,rel_error_%,fish_dist_from_camera
2024_11_12,10_44_11_0,frame_61,0,255,3,1,False,False,True,3.148643999137314,True,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_62,0,255,3,0,False,False,True,3.127177501205078,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_63,0,255,3,0,False,False,True,3.134838098024259,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_64,0,255,3,0,False,False,True,3.1648279539513884,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_66,0,255,3,0,False,False,True,3.1787727051769945,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_67,0,255,3,0,False,False,True,3.095476735366004,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_68,0,255,3,0,False,False,True,3.1320774987476367,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_72,0,255,3,0,False,False,True,3.139551220495098,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_73,0,255,3,0,False,False,True,3.101454416535045,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_75,0,255,3,0,False,False,True,3.064735024210264,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_79,0,255,3,0,False,False,True,3.0896092729690063,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_81,0,255,3,0,False,False,True,2.9845339202967347,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_86,0,255,3,0,False,False,True,2.8881615516842216,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_87,0,255,3,0,False,False,True,2.963744091975036,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_88,0,255,3,0,False,False,True,2.916110767495361,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_99,0,255,3,0,False,False,True,3.188086859163516,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_100,0,255,3,0,False,False,True,3.2624005664277016,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_101,0,255,3,0,False,False,True,3.2937765113957216,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_102,0,255,3,0,False,False,True,3.2106996455234964,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_105,0,255,3,0,False,False,True,3.150863141395225,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_107,0,255,3,0,False,False,True,3.1795484502043694,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_108,0,255,3,1,False,False,True,3.126219113178596,True,[],[  -0.047796    -0.32801     0.94346],3.7147653710741775,9.934494054017176,2.376049989234571,0.4282479451279653,0.4248958482306241,31.5,11.32479451279653,35.951728612052484,0.6995756637871153
2024_11_12,10_44_11_0,frame_111,0,255,3,0,False,False,True,3.117850974232629,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_112,0,255,3,0,False,False,True,3.0717854726013445,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_113,0,255,3,0,False,False,True,3.095976289485387,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_115,0,255,3,1,False,False,True,3.098472739404895,True,[],,-0.0375803163395092,14.808503000582853,-1.0,0.4359340893219252,0.4367368680679787,31.5,12.093408932192517,38.39177438791277,0.692552195410179
2024_11_12,10_44_11_0,frame_117,0,255,3,0,False,False,True,3.013914759772005,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_118,0,255,3,1,False,False,True,3.024011594938678,True,[],,2.22647740871636,9.253469493257011,-1.0,0.4349105233745206,0.4340058711427147,31.5,11.99105233745206,38.06683281730812,0.7129485579866219
2024_11_12,10_44_11_0,frame_121,0,255,3,0,False,False,True,3.0090471246449133,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_122,0,255,3,0,False,False,True,3.0775890992615174,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_124,0,255,3,0,True,False,True,3.144191466998333,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_125,0,255,3,0,False,False,True,3.119533381355944,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_126,0,255,3,1,False,False,True,3.20432446725527,True,[],[    0.50741    -0.14805     0.84889],-0.4296233380925776,15.376114950717287,1.6655101445197742,0.4293565357994707,0.4209763283827105,31.5,11.435653579947072,36.30366215856212,0.6921040463364709
2024_11_12,10_44_11_0,frame_128,0,255,3,0,False,False,True,3.807490863164507,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_129,0,255,3,0,False,False,True,3.919213511438567,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_130,0,255,3,0,False,False,True,3.680407094466842,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_131,0,255,3,0,False,False,True,3.6693191918443415,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_132,0,255,3,0,False,False,True,3.7499054617732366,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_136,0,255,3,0,False,False,True,3.546381078540888,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_163,0,255,3,0,False,False,True,3.432860042438529,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_164,0,255,3,0,False,False,True,3.607592654189449,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_165,0,255,3,0,False,False,True,3.719240017164192,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_166,0,255,3,0,False,False,True,3.6365707950310906,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_167,0,255,3,0,False,False,True,3.5992562666421817,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_173,0,255,3,0,True,False,True,3.590227718138249,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_183,0,255,3,0,False,False,True,3.647462998248593,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_185,0,255,3,0,False,False,True,3.570854887635383,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_186,0,255,3,0,False,False,True,3.636323205045697,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_187,0,255,3,0,False,False,True,3.585515065057801,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_188,0,255,3,0,False,False,True,3.5899086263682056,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_189,0,255,3,0,False,False,True,3.5121907576847486,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_190,0,255,3,0,False,False,True,3.4553450817501687,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_191,0,255,3,0,False,False,True,3.397903692294365,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_192,0,255,3,0,False,False,True,3.467192588637388,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_193,0,255,3,0,False,False,True,3.777222840264632,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_194,0,255,3,0,False,False,True,3.734060558921479,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_195,0,255,3,0,False,False,True,3.774966125931734,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_200,0,255,3,0,False,False,True,4.211488584105674,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_201,0,255,3,0,False,False,True,4.117286241016123,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_202,0,255,3,0,False,False,True,4.287499945010898,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_203,0,255,3,0,False,False,True,3.83283643568307,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_204,0,255,3,0,True,False,True,3.7293109054596183,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_205,0,255,3,0,True,False,True,3.7184520552850486,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_206,0,255,3,0,True,False,True,3.454618000516792,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_212,0,255,3,0,False,False,True,3.164966272221575,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_213,0,255,3,0,False,False,True,3.105119960477248,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_216,0,255,3,0,False,False,True,3.651163328509476,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_217,0,255,3,0,False,False,True,4.04811422323866,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_243,0,255,3,1,True,False,True,3.26945527000514,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_258,0,255,3,1,True,False,True,3.805437798186551,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_261,0,255,3,0,True,False,True,3.622422824383377,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_269,0,255,3,0,True,False,True,3.55615290292824,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_270,0,255,3,0,True,False,True,3.684063834398995,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_271,0,255,3,0,True,False,True,2.752561119839412,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_282,0,255,3,1,True,False,True,2.6852869500612657,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_285,0,255,3,1,False,False,True,2.990104416245526,True,[],[    0.38489    -0.41355     0.82513],3.5003125239322235,-21.62736102409015,1.91657092620337,0.3049564617242839,0.2790926015312214,31.5,1.004353827571606,3.188424849433676,0.6949216007899166
2024_11_12,10_44_11_0,frame_286,0,255,3,1,False,False,True,2.9650380076795804,True,[],[     0.4619    -0.36062     0.81031],3.726351649196713,-14.54635793784477,1.1114677115641942,0.3081987008186351,0.2869837597784439,31.5,0.6801299181364904,2.1591425972587,0.6988558915204415
2024_11_12,10_44_11_0,frame_287,0,255,3,0,False,False,True,2.5658731084284114,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_288,0,255,3,1,False,False,True,2.647713712970739,True,[],[     0.2998    -0.30479       0.904],-2.3559486048973763,-6.160838195957759,1.1724937026428182,0.3128052852512374,0.3056987424727642,31.5,0.21947147487625784,0.6967348408770139,0.6959886623286319
2024_11_12,10_44_11_0,frame_289,0,255,3,1,True,False,True,2.669230769230769,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_290,0,255,3,1,True,False,True,3.067796610169492,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_292,0,255,3,1,True,False,True,4.4603174603174605,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_293,0,255,-1,1,False,False,True,3.038709884230713,True,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_299,0,255,-1,0,True,False,True,4.8,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_300,0,255,7,1,True,False,True,3.647058823529412,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_301,0,255,7,1,True,False,True,2.346938775510204,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_302,0,255,7,1,True,False,True,1.619047619047619,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_303,0,255,7,1,True,False,True,1.1645569620253164,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_305,0,255,-1,1,True,False,True,1.952137709470585,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_306,0,255,8,1,True,False,True,2.1832215670893245,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_307,0,255,8,0,True,False,True,2.6237322094724043,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_308,0,255,8,0,True,False,True,2.391183378019653,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_309,0,255,8,1,True,False,True,1.7083333333333333,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_314,0,255,8,0,True,False,True,1.5714285714285714,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_315,0,255,8,1,True,False,True,2.1690140845070425,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_317,0,255,8,1,True,False,True,1.8909090909090909,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_318,0,255,8,0,True,False,True,1.4893617021276595,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_328,0,255,-1,1,True,False,True,2.03125,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_329,0,255,9,1,True,False,True,1.4615384615384617,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_330,0,255,9,1,True,False,True,1.93714466190714,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_331,0,255,9,1,True,False,True,1.7734376462956776,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_336,0,255,9,1,True,False,True,2.039377574930361,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_337,0,255,9,1,True,False,True,2.033802819084164,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_338,0,255,9,1,True,False,True,1.621024445937338,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_340,0,255,9,1,True,False,True,1.5294117647058822,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_341,0,255,9,1,True,False,True,1.8131868131868127,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_342,0,255,9,1,True,False,True,2.123456790123457,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_343,0,255,9,1,True,False,True,2.6714285714285717,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_344,0,255,9,1,True,False,True,3.0405405405405403,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_345,0,255,9,1,True,False,True,3.0526315789473686,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_346,0,255,9,1,True,False,True,2.824561403508772,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_354,0,255,9,1,True,False,True,3.1357142857142857,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_367,0,255,-1,1,True,False,True,2.826086839618264,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_376,0,255,-1,1,True,False,True,2.7058823529411766,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_379,0,255,-1,0,True,False,True,2.869565217391304,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_383,0,255,-1,1,True,False,True,4.18886163712012,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_384,0,255,13,0,True,False,True,4.444225593085237,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_385,0,255,13,0,True,False,True,5.045691088253666,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_386,0,255,13,1,True,False,True,3.3707993109050443,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_402,0,255,-1,0,True,False,True,2.914383458717282,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_420,0,255,-1,0,True,False,True,3.6216216216216215,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_421,0,255,15,0,True,False,True,3.27027027027027,False,[],,,,,,,31.5,,,
2024_11_12,10_44_11_0,frame_422,0,255,15,0,True,False,True,2.928571597248549,False,[],,,,,,,31.5,,,
2024_11_12,10_54_07_0,frame_32,0,255,-1,1,False,False,True,3.691176470588236,True,[],,7.986896135154789,-2.458892324041584,-1.0,0.3075041094955281,0.298683849646612,31.5,0.7495890504471916,2.379647779197433,0.8861424065315144
2024_11_12,10_54_07_0,frame_36,0,255,-1,1,False,False,True,3.4927536231884058,True,[],,9.862522831758746,-3.881946239893156,-1.0,0.2991723208779864,0.2983315549593184,31.5,1.582767912201362,5.024660038734478,0.8888241371066599
2024_11_12,10_54_07_0,frame_57,0,255,-1,1,False,False,True,6.363299761347982,True,[],,,,,,,31.5,,,
2024_11_12,10_54_07_0,frame_58,0,255,3,1,False,False,True,5.870927754591336,True,[],,,,,,,31.5,,,
2024_11_12,10_54_07_0,frame_59,0,255,3,0,False,False,True,6.121119912975782,False,[],,,,,,,31.5,,,
2024_11_12,10_54_07_0,frame_60,0,255,3,1,False,False,True,5.626340635444559,True,[],,11.626851910333617,-19.266686121179344,-1.0,0.2985627916142919,0.2906254557745468,31.5,1.643720838570811,5.218161392288289,0.8852647203390008
2024_11_12,10_54_07_0,frame_61,0,255,3,1,False,False,True,4.461666355679951,True,[],[    0.95339    -0.25342     0.16377],8.02274364667432,-14.96158840403768,0.371663049057705,0.2993578618862413,0.2887373754953201,31.5,1.5642138113758683,4.965758131351949,0.8888670521903644
2024_11_12,10_54_07_0,frame_62,0,255,3,1,False,False,True,3.9293104083520105,True,[],,4.878134469647082,-10.940736157968166,-1.0,0.300653489806248,0.2880122527615936,31.5,1.434651019375199,4.554447680556171,0.890148722863918
2024_11_12,10_54_07_0,frame_68,0,255,-1,1,False,False,True,4.483870740641947,True,[],[    0.55581     0.29005     0.77906],48.29541853445556,36.070332195299386,0.4699747002088204,0.2047346254894297,0.2376966044370692,31.5,11.026537451057031,35.00488079700642,1.1461616010866431
2024_11_12,10_54_07_0,frame_97,0,255,-1,1,False,False,True,4.336633546185824,True,[],[    0.77685     0.27309    -0.56738],-34.48528020727911,19.44306501850823,0.3086710647880927,0.3079857737541821,0.3006258238419063,31.5,0.7014226245817881,2.2267384907358343,0.9809386000635262
2024_11_12,10_54_07_0,frame_98,0,255,-1,1,False,False,True,4.208333226293724,True,[],[   -0.66241    -0.16113     0.73161],46.970161994446535,-166.39017137834756,0.3072200064359128,0.30736574129442,0.3011135417139488,31.5,0.7634258705579988,2.4235741922475977,0.9785092314028614
2024_11_12,10_54_07_0,frame_106,0,255,-1,1,False,False,True,3.6857400488315952,True,[],,,,,,,31.5,,,
2024_11_12,10_54_07_0,frame_113,0,255,-1,1,False,False,True,4.307748524683345,True,[],,,,,,,31.5,,,
2024_11_12,10_54_07_0,frame_114,0,255,8,1,False,False,True,3.819999718316306,True,[],,,,,,,31.5,,,
2024_11_12,10_54_07_0,frame_115,0,255,8,1,False,False,True,3.695586314212368,True,[],,,,,,,31.5,,,
2024_11_12,10_54_07_0,frame_116,0,255,8,1,False,False,True,3.741458295976898,True,[],,,,,,,31.5,,,
2024_11_12,10_54_07_0,frame_117,0,255,8,1,False,False,True,3.9290493260106185,True,[],[    0.97804     0.19705    -0.06786],-4.204763464410272,11.452247536914914,0.301138051667981,0.3011693054565235,0.2895093725815545,31.5,1.3830694543476518,4.390696680468736,0.860276351985033
2024_11_12,10_54_07_0,frame_118,0,255,8,1,False,False,True,3.7987501076602417,True,[],[    0.97255    -0.10123     0.20954],3.5112952909093886,-5.796484696739564,0.3703621622707334,0.2954376998491056,0.2858545006298679,31.5,1.9562300150894387,6.210254016156948,0.8484152543396676
2024_11_12,10_54_07_0,frame_119,0,255,8,1,False,False,True,3.1668616920656403,True,[],,,,,,,31.5,,,
2024_11_12,10_54_07_0,frame_120,0,255,-1,1,False,False,True,2.4864864864864864,True,[],[   -0.19825     0.86478    -0.46136],-23.23543370762549,102.33644799207872,0.3638377779291961,0.3369677261210934,0.3500743314346529,31.5,2.196772612109335,6.97388130828363,0.8401952294658801
2024_11_12,10_54_07_0,frame_127,0,255,-1,1,False,False,True,2.437660342333817,True,[],,,,,,,31.5,,,
2024_11_12,10_54_07_0,frame_150,0,255,-1,1,False,False,True,3.6751714029967584,True,[],[    0.91589  -0.0089544     0.40134],23.64529793733591,-0.6352690663063031,0.2830163034064322,0.2825753348212789,0.2809808336531831,31.5,3.24246651787211,10.293544501181303,0.8179175171663325
2024_11_12,10_54_07_0,frame_153,0,255,-1,1,False,False,True,3.343183177505221,True,[],[    0.84503    0.061083     0.53122],14.87991428956301,6.336933046181953,0.4133570087638715,0.2868622695715236,0.2761699197706377,31.5,2.8137730428476395,8.932612834436933,0.8128891598621888
2024_11_12,10_54_07_0,frame_176,0,255,-1,1,False,False,True,3.7004996917519537,True,[],[    0.84712     0.19566    -0.49407],-24.94376965692924,12.502786047509902,0.3090766881710824,0.2714454273009462,0.2607740017879789,31.5,4.355457269905383,13.826848475890104,0.8340996732638851
2024_11_12,10_54_07_0,frame_177,0,255,13,1,False,False,True,4.209677419354839,True,[],,-16.65947338880747,4.446065979713265,-1.0,0.308845918727766,0.2957671553964197,31.5,0.6154081272234002,1.953676594359997,0.8352341323579344
2024_11_12,10_54_07_0,frame_178,0,255,13,1,False,False,True,4.206349206349207,True,[],[    0.97083   -0.066714    -0.23028],-6.376237504719278,-4.39448586416565,0.3883778679883476,0.3050080039826877,0.2965077380203709,31.5,0.999199601731231,3.1720622277181967,0.8403001065097094
2024_11_12,10_54_07_0,frame_179,0,255,13,1,False,False,True,3.865068145482923,True,[],,6.563819969196911,-11.510828413074988,-1.0,0.2995554714011889,0.2914833086233641,31.5,1.5444528598811118,4.903024952003514,0.8369721418513223
2024_11_12,10_54_07_0,frame_180,0,255,13,1,False,False,True,3.475694433446093,True,[],,16.163392585512746,-21.27968825761096,-1.0,0.2961934007515879,0.2895852108958689,31.5,1.8806599248412113,5.970348967749857,0.8370006471026521
2024_11_12,10_54_07_0,frame_183,0,255,-1,1,False,False,True,5.015977444509802,True,[],,,,,,,31.5,,,
2024_11_12,10_54_07_0,frame_185,0,255,-1,1,False,False,True,5.063924057302053,True,[],,,,,,,31.5,,,
2024_11_12,10_54_07_0,frame_186,0,255,15,1,False,False,True,3.948745557432289,True,[],,,,,,,31.5,,,
2024_11_12,10_54_07_0,frame_189,0,255,15,1,False,False,True,3.90091454601293,True,[],,,,,,,31.5,,,
