frame_id,class_name,object_id,track_id,is_3D_complete,in_image_borders,does_overlap,overlapping_fish_ids,fish_direction,elevation_deg,azimuth_deg,raw_length,filtered_length,spine_length,gt,abs_error_m,rel_error_%,fish_dist_from_camera,aspect_ratio
frame_0,0,255,1,1,False,False,[],[  -0.031545    -0.33194     0.94277],-10.145233689493487,91.0163547506021,1.4793807719756944,0.2831265295283551,0.280339052506558,28.9,0.5873470471644826,203.2342723752535,1.4194675230302385,5.76
frame_1,0,255,1,1,False,False,[],[  -0.038759     0.94292    -0.33076],-11.291068609244892,92.26334093511178,0.4711028007319807,0.2798519150201731,0.2745793318372681,28.9,0.9148084979826888,316.54273286598226,1.432639752131225,6.318181818181818
frame_2,0,255,1,1,False,False,[],[  -0.072192     0.79464    -0.60277],-12.48171789648948,95.2692886898204,0.9583468568546124,0.2762656501749808,0.2652510505228353,28.9,1.2734349825019142,440.6349420421849,1.4444713018245854,6.832904733996469
frame_3,0,255,1,1,False,False,[],[   0.023572    -0.25844     0.96574],-10.493424647500436,99.37119673982468,1.0164168522123598,0.2486879169451607,0.248806293473991,28.9,4.031208305483924,1394.8817666034338,1.468615909326227,7.014836997036665
frame_4,0,255,1,1,False,False,[],[   -0.23648     0.96142    -0.14054],-7.571857142451229,103.84153744686948,0.2852306770587197,0.284204378752303,0.2748893635814153,28.9,0.4795621247697001,165.93845147740493,1.49322668181931,7.006396018373437
frame_5,0,255,1,1,False,False,[],[   -0.31163     0.93616    -0.16279],-9.480859347756256,108.3327476747627,0.2831718266125537,0.2832432422617527,0.282897318282847,28.9,0.5756757738247298,199.1957694895259,1.521649583724913,6.47950871944662
frame_6,0,255,1,1,False,False,[],[   -0.37503     0.90601    -0.19623],-11.489554344523214,112.5611143717018,0.2840915371753661,0.2833633291885853,0.2802273987581299,28.9,0.5636670811414668,195.04051250569788,1.5439545121527958,5.84393053245937
frame_7,0,255,1,1,False,False,[],[   -0.39299     0.87947    -0.26851],-15.630072394427156,114.11170632902892,0.2798841451673259,0.2798904018913828,0.2759154255041584,28.9,0.9109598108617168,315.2110072185872,1.5660420610138428,5.4555901290009166
frame_8,0,255,1,1,False,False,[],[    -0.3699      0.8178    -0.44088],-20.18066135329396,114.56469905880974,0.2929627091116447,0.2831340045184637,0.2753629988433578,28.9,0.5865995481536213,202.97562219848487,1.5948354897631205,5.325991159533723
frame_9,0,255,1,1,False,False,[],[    -0.3743     0.84071    -0.39128],-22.89857741778232,114.16534048092583,0.2792922731400833,0.2794884423397847,0.2768280426555403,28.9,0.951155766021522,329.1196422219799,1.6176284742805194,5.094827631578415
frame_10,0,255,1,1,False,False,[],[   -0.39483     0.82947    -0.39508],-23.26284957453101,115.52988212018288,0.284293774368665,0.2785564654467535,0.2706414759380476,28.9,1.044353455324648,361.3679776209855,1.651454733980556,5.114058188389958
frame_11,0,255,1,1,False,False,[],[   -0.36911     0.74857    -0.55081],-24.28580681577662,117.04977704098214,0.3897985605997186,0.2783849373982792,0.2739381059487003,28.9,1.0615062601720793,367.30320421179215,1.6780328033203065,4.8269224680935805
frame_12,0,255,1,1,False,False,[],[    0.11355    -0.31519     0.94221],-25.509817324170232,116.78067597730208,1.3378767532729308,0.2819073681646477,0.2795911810512862,28.9,0.7092631835352303,245.4197866903912,1.7037535714566745,4.823529677402468
frame_13,0,255,1,1,False,False,[],[   -0.40075      0.7961    -0.45346],-23.729974085566056,116.80078529999324,0.4286311445772544,0.2723420189389665,0.263048914353812,28.9,1.66579810610335,576.4007287554845,1.7349706251782726,5.266667494385178
frame_14,0,255,1,1,False,False,[],[   -0.37294     0.81893    -0.43619],-25.96412986587776,114.46186186412486,0.288358676752578,0.2871415803453463,0.2812960955125027,28.9,0.1858419654653664,64.3051783617185,1.765190213918686,5.488371585564478
frame_15,0,255,1,1,False,False,[],[   -0.28549     0.70313    -0.65123],-28.27423092302517,112.81416940581596,0.6085051466403695,0.2796666965370457,0.2742494986220227,28.9,0.93333034629543,322.9516769188339,1.7941728473219825,4.987178910583118
frame_16,0,255,1,1,False,False,[],[   -0.30086     0.82387    -0.48033],-28.78476871796446,109.93157691578924,0.2725993696199702,0.2726247959593147,0.2684802516611086,28.9,1.637520404068521,566.6160567711145,1.8222089475609893,4.463768769646847
frame_17,0,255,1,1,False,False,[],[   -0.22845     0.83275    -0.50431],-30.44355519902403,105.1004943915451,0.2743458700270773,0.2737570179548944,0.268917378598386,28.9,1.5242982045105602,527.4388250901593,1.8522772675999333,4.228956297039308
frame_18,0,255,1,1,False,False,[],[    -0.1277     0.76083    -0.63627],-32.644231348328006,99.664492211345,0.4796577185632871,0.2841414654433186,0.2799926531040069,28.9,0.4858534556681337,168.11538258412935,1.87255859771286,4.051845249097786
frame_19,0,255,1,1,False,False,[],[   0.077548    -0.69628     0.71356],-33.38035722846413,95.99807354575002,0.7261228077695219,0.2746630593301109,0.2752117735733319,28.9,1.4336940669889051,496.0879124529084,1.8809411530731608,3.9343997281077363
frame_20,0,255,1,1,False,False,[],[  -0.063656     0.77796    -0.62508],-38.10764740591648,94.64047136342865,0.3252474224747363,0.2859969163193865,0.2733398374904289,28.9,0.3003083680613472,103.91293012503364,1.911666270149996,3.9047618874616874
frame_29,0,255,-1,1,False,False,[],[    0.89368     0.13279      0.4286],11.061549472876932,10.269831520265006,0.6653572073936508,0.2809742407323731,0.2835312242985578,28.9,0.8025759267626831,277.70793313587654,2.165393177031028,4.924050246064839
frame_30,0,255,2,1,False,False,[],[    0.72774     0.17328     0.66361],12.970777510747968,20.29218648681028,0.7534734158650456,0.2771219632756116,0.2748954257412879,28.9,1.1878036724388363,411.0047309476943,2.174301873117485,5.10000012673966
frame_31,0,255,2,1,False,False,[],[    0.30535   0.0085471      0.9522],27.335321375838067,27.43291478541308,1.7649811502357549,0.2877412133815538,0.3004585539535232,28.9,0.1258786618446195,43.5566303960621,2.148337148285331,5.686777758909065
frame_32,0,255,2,1,False,False,[],[      0.399     0.17061     0.90094],33.22868368358231,40.12797662123643,0.928585903018585,0.2557398817394589,0.2528664320988367,28.9,3.326011826054104,1150.8691439633578,2.146778959718604,5.0454537373496615
