frame_id,class_name,object_id,track_id,is_3D_complete,in_image_borders,does_overlap,is_front_fish,aspect_ratio,fish_3d_ok,overlapping_fish_ids,fish_direction,elevation_deg,azimuth_deg,raw_length,filtered_length,spine_length,gt,abs_error_cm,rel_error_%,fish_dist_from_camera
frame_0,0,255,1,1,True,False,True,4.699240919461991,False,[],,,,,,,31.5,,,
frame_2,0,255,-1,1,True,False,True,5.488045784549312,False,[],,,,,,,31.5,,,
frame_25,0,255,-1,1,True,False,True,1.55,False,[],,,,,,,31.5,,,
frame_26,0,255,-1,1,True,False,True,3.0918091915046473,False,[],,,,,,,31.5,,,
frame_27,0,255,4,1,True,False,True,4.1300465051570985,False,[],,,,,,,31.5,,,
frame_28,0,255,4,1,False,False,True,4.446042954289481,True,[],,-9.194581686843124,-4.505164838184633,-1.0,0.3120450253794764,0.2997712877286627,31.5,0.2954974620523576,0.9380871811185956,1.0700637293274575
frame_29,0,255,4,1,False,False,True,4.132731912951936,True,[],[    0.69278    -0.25946     0.67285],9.428531501322096,-6.520924610808599,0.7420048443030973,0.3071581264675359,0.3078941239435829,31.5,0.7841873532464072,2.489483661099705,1.0904801225783871
frame_30,0,255,4,1,False,False,True,3.1771954880205313,True,[],[    0.56693    -0.24405     0.78678],31.04148706753427,-9.920658791291256,0.8512030143758196,0.2999345968831374,0.29775076380263,31.5,1.5065403116862608,4.78266765614686,1.084667217285903
frame_32,0,255,-1,1,False,False,True,3.4054056300244055,True,[],,,,,,,31.5,,,
frame_37,0,255,-1,1,False,False,True,3.8955477270040206,True,[],,,,,,,31.5,,,
frame_40,0,255,-1,1,False,False,True,3.5105008920940115,True,[],,,,,,,31.5,,,
frame_41,0,255,7,1,False,False,True,5.074812222265916,True,[],,,,,,,31.5,,,
frame_42,0,255,7,1,False,False,True,4.228756624397006,True,[],,,,,,,31.5,,,
frame_43,0,255,7,1,False,False,True,3.076757319631828,True,[],,,,,,,31.5,,,
