video_day,source_folder,video_name,frame_id,class_name,object_id,track_id,is_3D_complete,in_image_borders,does_overlap,is_front_fish,aspect_ratio,fish_3d_ok,overlapping_fish_ids,fish_direction,elevation_deg,azimuth_deg,raw_length,filtered_length,spine_length,gt,abs_error_cm,rel_error_%,fish_dist_from_camera,especie_gt,failure_reason,unique_track,scenario
2024_11_12,11_10_50_0,11_10_50_0,frame_159,0,255,16,1,False,False,True,0.0,False,[],,-21.1252891768416,-4.629261418584008,-1.0,0.3046314593570437,0.2993788597416786,31.5,1.0368540642956283,3.291600204113105,1.1423995191400702,lubina0,,2024_11_12/11_10_50_0/16,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_160,0,255,16,1,False,False,True,0.0,False,[],,-22.243875374605224,-4.620852489118269,-1.0,0.3025212082401639,0.2985626048886683,31.5,1.2478791759836128,3.961521193598753,1.133426746037977,lubina0,,2024_11_12/11_10_50_0/16,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_161,0,255,16,1,False,False,True,0.0,False,[],,-24.4275401595285,-4.0437182731509305,-1.0,0.3047673664407836,0.2997426295814714,31.5,1.0232633559216389,3.248455098163914,1.1312021954033855,lubina0,,2024_11_12/11_10_50_0/16,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_162,0,255,16,1,False,False,True,0.0,False,[],,-26.30906856139134,-4.309700064993431,-1.0,0.3042469223522788,0.3004076330708843,31.5,1.0753077647721199,3.4136754437210017,1.1267102468902206,lubina0,,2024_11_12/11_10_50_0/16,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_163,0,255,16,1,False,False,True,0.0,False,[],[    0.75287   -0.075616    -0.65382],-29.105592648050404,-3.735697945671439,0.565470416193562,0.3052732204160258,0.3036875727162051,31.5,0.9726779583974228,3.087866534594973,1.1207396108643992,lubina0,,2024_11_12/11_10_50_0/16,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_164,0,255,16,1,False,False,True,0.0,False,[],[    0.85096   -0.051229    -0.52273],-31.143548537098543,-3.405704166678207,0.3027674287331266,0.3028321263853815,0.3005842227222334,31.5,1.2167873614618507,3.8628170205138153,1.112101697268924,lubina0,,2024_11_12/11_10_50_0/16,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_165,0,255,16,1,False,False,True,0.0,False,[],,-32.61640246835625,-4.105645055781558,-1.0,0.3052197581903655,0.3077637581377161,31.5,0.9780241809634482,3.1048386697252184,1.1011048269893489,lubina0,,2024_11_12/11_10_50_0/16,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_166,0,255,16,1,False,False,True,0.0,False,[],,-33.30823222671366,-4.862690732724565,-1.0,0.308801801675729,0.3045998340466547,31.5,0.6198198324270976,1.9676820077050752,1.0890288798240864,lubina0,,2024_11_12/11_10_50_0/16,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_167,0,255,16,1,False,False,True,0.0,False,[],[     0.8204   -0.071481     -0.5673],-34.43756986763251,-4.962628381966303,0.3062438315502877,0.3046421288925911,0.3006732856548055,31.5,1.0357871107408876,3.2882130499710724,1.0798312888513777,lubina0,,2024_11_12/11_10_50_0/16,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_168,0,255,16,1,False,False,True,0.0,False,[],[    0.78317    -0.08603    -0.61582],-36.17323975689478,-5.916067230796676,0.3074818045324752,0.3069827782524398,0.3014574995189499,31.5,0.8017221747560193,2.5451497611302045,1.0705527287451988,lubina0,,2024_11_12/11_10_50_0/16,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_169,0,255,16,1,True,False,True,4.270085334777832,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/16,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_170,0,255,16,1,True,False,True,3.789562702178955,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/16,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_171,0,255,16,1,True,False,True,3.3405086994171143,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/16,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_172,0,255,16,1,True,False,True,2.9929141998291016,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/16,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_173,0,255,16,1,True,False,True,2.829655408859253,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/16,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_174,0,255,16,1,True,False,True,2.5589494705200195,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/16,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_175,0,255,16,1,True,False,True,2.393819570541382,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/16,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_176,0,255,16,1,True,False,True,2.149974584579468,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/16,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_177,0,255,-1,1,True,False,True,1.9733333587646484,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/-1,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_178,0,255,-1,1,True,False,True,1.6393442153930664,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/-1,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_208,0,255,-1,1,True,False,True,1.3142857551574707,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/-1,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_209,0,255,-1,1,True,False,True,1.2682926654815674,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/-1,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_218,0,255,-1,1,True,False,True,1.0666667222976685,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/-1,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_219,0,255,-1,1,True,False,True,1.0892857313156128,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/-1,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_244,0,255,-1,1,True,False,True,1.399999976158142,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/-1,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_245,0,255,-1,1,True,False,True,1.2413792610168457,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/-1,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_246,0,255,-1,1,True,False,True,1.6944444179534912,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/-1,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_247,0,255,28,1,True,False,True,2.344606876373291,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/28,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_248,0,255,28,1,True,False,True,2.3885257244110107,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/28,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_249,0,255,28,1,True,False,True,2.4241809844970703,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/28,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_250,0,255,28,1,True,False,True,2.642704725265503,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/28,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_251,0,255,28,1,True,False,True,3.9841537475585938,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/28,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_254,0,255,-1,1,True,False,True,2.533333301544189,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/-1,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_255,0,255,-1,1,True,False,True,1.855263113975525,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/-1,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_256,0,255,-1,1,True,False,True,1.8571428060531616,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/-1,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_257,0,255,-1,1,True,False,True,1.909090876579285,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/-1,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_258,0,255,-1,1,True,False,True,1.9117647409439087,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/-1,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_259,0,255,-1,1,True,False,True,1.034482717514038,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/-1,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_260,0,255,34,1,True,False,True,1.2068899869918823,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/34,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_261,0,255,34,1,True,False,True,1.478420972824097,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/34,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_262,0,255,34,1,True,False,True,1.744503617286682,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/34,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_263,0,255,34,1,True,False,True,1.6287572383880615,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/34,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_264,0,255,34,1,True,False,True,1.475577473640442,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/34,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_265,0,255,34,1,True,False,True,1.5571386814117432,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/34,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_266,0,255,34,1,True,False,True,1.7135087251663208,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/34,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_267,0,255,34,1,True,False,True,1.677829623222351,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/34,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_268,0,255,34,1,True,False,True,1.063975811004639,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/34,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_269,0,255,34,1,False,False,True,1.2325336933135986,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/34,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_270,0,255,34,1,False,False,True,1.5556894540786743,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/34,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_271,0,255,34,1,True,False,True,1.524492621421814,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/34,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_272,0,255,34,1,True,False,True,1.66817045211792,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/34,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_273,0,255,34,1,True,False,True,1.8978817462921145,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/34,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_274,0,255,34,1,True,False,True,2.2323176860809326,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/34,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_275,0,255,34,1,True,False,True,2.713210344314575,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/34,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_276,0,255,34,1,True,False,True,3.356147050857544,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/34,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_277,0,255,34,1,True,False,True,3.9922239780426025,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/34,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_278,0,255,34,1,True,False,True,3.1810319423675537,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/34,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_279,0,255,-1,1,True,False,True,1.2740384340286257,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/-1,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_280,0,255,35,1,True,False,True,1.1734914779663086,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_281,0,255,35,1,True,False,True,1.0234990119934082,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_282,0,255,35,1,True,False,True,1.359969139099121,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_283,0,255,35,1,True,False,True,1.5743751525878906,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_284,0,255,35,1,True,False,True,1.3645015954971311,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_285,0,255,35,1,True,False,True,1.200089693069458,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_286,0,255,35,1,True,False,True,1.0293545722961426,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_287,0,255,35,1,True,False,True,1.526724338531494,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_288,0,255,35,1,True,False,True,2.3573215007781982,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_289,0,255,35,1,True,False,True,2.76226019859314,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_290,0,255,35,1,True,False,True,2.5168418884277344,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_291,0,255,35,1,True,False,True,1.914420485496521,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_292,0,255,35,1,True,False,True,1.5726282596588137,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_293,0,255,35,1,True,False,True,1.531100511550903,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_294,0,255,35,1,True,False,True,1.905903697013855,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_295,0,255,35,1,True,False,True,2.391923189163208,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_296,0,255,35,1,False,False,True,0.0,False,[],[    0.91114    -0.19935    -0.36068],-20.9024350061376,-12.2369619970632,0.3072251592337336,0.3040566280730488,0.3002921356880561,31.5,1.0943371926951215,3.474086326016242,1.0189547552069838,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_297,0,255,35,1,False,False,True,0.0,False,[],[    0.87003    -0.22271    -0.43982],-25.90918458359999,-14.367272784718418,0.3079670893190298,0.3076769232487517,0.3059819076811991,31.5,0.732307675124833,2.3247862702375635,1.0311662827238526,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_298,0,255,35,1,False,False,True,0.0,False,[],[    0.82668    -0.29067    -0.48178],-28.62323720176953,-19.117962396579152,0.3083596901147101,0.3037716212410835,0.2968856314310188,31.5,1.1228378758916513,3.564564685370325,1.0417754596112,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_299,0,255,35,1,False,False,True,0.0,False,[],[    0.75859    -0.42219    -0.49628],-29.793040969215475,-29.098284636093965,0.3045054638398834,0.3035606711135647,0.2919049866651022,31.5,1.1439328886435298,3.631532979820725,1.0519368290871125,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_300,0,255,35,1,False,False,True,1.683721899986267,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_301,0,255,35,1,False,False,True,1.4121071100234983,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_302,0,255,35,1,False,False,True,1.3270448446273804,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_303,0,255,35,1,False,False,True,1.2833383083343506,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_304,0,255,35,1,False,False,True,1.263256311416626,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_305,0,255,35,1,False,False,True,1.2731493711471558,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_306,0,255,35,1,False,False,True,1.4102401733398438,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_307,0,255,35,1,False,False,True,1.4320497512817385,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_308,0,255,35,1,False,False,True,1.2098406553268433,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_309,0,255,35,1,False,False,True,1.1803879737854004,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_310,0,255,35,1,False,False,True,1.1984796524047852,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_311,0,255,35,1,False,False,True,1.1463651657104492,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_312,0,255,35,1,False,False,True,1.1341965198516846,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_313,0,255,35,1,False,False,True,1.224933385848999,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_314,0,255,35,1,False,False,True,1.2153571844100952,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_315,0,255,35,1,False,False,True,1.2326217889785769,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_316,0,255,35,1,False,False,True,1.2760961055755615,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_317,0,255,35,1,False,False,True,1.350169062614441,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_318,0,255,35,1,False,False,True,1.3201508522033691,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_319,0,255,35,1,False,False,True,1.2115731239318848,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_320,0,255,35,1,False,False,True,1.1738981008529663,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_321,0,255,35,1,False,False,True,1.148709774017334,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_322,0,255,35,1,False,False,True,1.1074490547180176,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_323,0,255,35,1,False,False,True,1.0377731323242188,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_324,0,255,35,1,False,False,True,1.2067155838012695,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_325,0,255,35,1,False,False,True,1.2867480516433716,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_326,0,255,35,1,False,False,True,1.3695873022079468,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_327,0,255,35,1,False,False,True,1.5596880912780762,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_328,0,255,35,1,False,False,True,1.7051324844360352,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_329,0,255,35,1,False,False,True,1.681565523147583,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_330,0,255,35,1,False,False,True,1.6321263313293457,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_331,0,255,35,1,False,False,True,1.667622208595276,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_332,0,255,35,1,False,False,True,1.7221590280532837,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_333,0,255,35,1,False,False,True,1.567365288734436,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_334,0,255,35,1,False,False,True,1.4488581418991089,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_335,0,255,35,1,False,False,True,1.3632181882858276,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_336,0,255,35,1,False,False,True,1.3376543521881104,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_337,0,255,35,1,False,False,True,1.2135099172592163,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_338,0,255,35,1,False,False,True,1.0671306848526,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_339,0,255,35,1,False,False,True,1.0047467947006226,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_340,0,255,35,1,False,False,True,1.0847712755203247,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_341,0,255,35,1,False,False,True,1.1655350923538208,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_342,0,255,35,1,False,False,True,1.1873279809951782,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_343,0,255,35,1,False,False,True,1.1355371475219729,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_344,0,255,35,1,False,False,True,1.121271729469299,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_345,0,255,35,1,False,False,True,1.2099260091781616,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_346,0,255,35,1,False,False,True,1.2727006673812866,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_347,0,255,35,1,False,False,True,1.4495933055877686,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_348,0,255,35,1,False,False,True,1.7138549089431765,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_349,0,255,35,1,False,False,True,1.9604002237319944,False,[],,,,,,,31.5,,,,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_350,0,255,35,1,False,False,True,0.0,False,[],[   -0.37116     0.91877     0.13451],7.860506739602564,111.96646783826633,0.306612222533787,0.3062910392105382,0.3041054271527626,31.5,0.8708960789461813,2.7647494569719875,1.8702192759281668,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_351,0,255,35,1,False,False,True,0.0,False,[],[   -0.34887     0.90726     0.23489],13.325319550276422,110.97362223642914,0.3180753224485227,0.3070177715779691,0.3010639431542093,31.5,0.7982228422030886,2.5340407688986955,1.8523300598885304,lubina0,,2024_11_12/11_10_50_0/35,single_fish
2024_11_12,11_10_50_0,11_10_50_0,frame_352,0,255,35,1,False,False,True,0.0,False,[],[   -0.37135     0.91171     0.17573],15.358912337123025,110.77888088073269,0.3083848457917854,0.2840494048054189,0.2796668743204629,31.5,3.095059519458111,9.82558577605749,1.848040148233756,lubina0,,2024_11_12/11_10_50_0/35,single_fish
