frame_id,class_name,object_id,track_id,is_3D_complete,in_image_borders,does_overlap,is_front_fish,aspect_ratio,fish_3d_ok,overlapping_fish_ids,fish_direction,elevation_deg,azimuth_deg,raw_length,filtered_length,spine_length,gt,abs_error_cm,rel_error_%,fish_dist_from_camera
frame_0,0,255,1,1,False,False,True,3.787878787878788,True,[],[    0.99438   -0.075235    0.074476],4.374597809329916,-4.611775027022868,0.2943985694996845,0.2926575388108903,0.2851882933138276,31.5,2.2342461189109706,7.09284482193959,1.6717459103421708
frame_1,0,255,1,1,False,False,True,3.90625,True,[],[     0.9235   -0.071039     0.37695],6.413120671152102,-4.711162426988263,0.965647742881524,0.3045494019442104,0.2920137025671377,31.5,1.0450598055789573,3.3176501764411346,1.6715962006874523
frame_3,0,255,1,1,False,False,True,3.676470588235294,True,[],[    0.95121    -0.05904     0.30286],4.631710118889619,-3.436138789489002,0.7509261966888752,0.2947038260481033,0.2875085458399519,31.5,2.0296173951896703,6.443229825998953,1.6792753239934146
frame_4,0,255,1,1,False,False,True,3.7058823529411766,True,[],[    0.99675   -0.074563     0.03036],0.4947546827999529,-4.280143123825253,0.2968615885744812,0.2947524420084408,0.2825338356359119,31.5,2.0247557991559195,6.427796187796569,1.6841022541449877
frame_5,0,255,1,1,False,False,True,3.8484848484848486,True,[],[     0.9929     -0.1018    0.061566],3.448368854505311,-5.8063367810222895,0.310808919786791,0.3081601116423011,0.2932019354399977,31.5,0.6839888357698831,2.1713931294282003,1.683046787122355
frame_6,0,255,1,1,False,False,True,4.09375,True,[],,-3.955367905287561,-2.9736834110701458,-1.0,0.2876453868542994,0.2813806896268404,31.5,2.735461314570059,8.684004173238282,1.6920826117694896
frame_7,0,255,1,1,False,False,True,4.0606060606060606,True,[],[    0.99963   -0.025982   -0.008154],-5.558776397866995,-1.3567700211202731,0.3909661775811325,0.310186049163767,0.3022149188984053,31.5,0.4813950836232983,1.5282383607088836,1.6934620262607047
frame_8,0,255,1,1,False,False,True,4.28125,True,[],[    0.99516 -0.00011831   -0.098305],-7.171490184143559,0.1324075455831371,0.3308518486112252,0.3066001340901995,0.3046652824063205,31.5,0.8399865909800519,2.666624098349371,1.69937253024902
frame_9,0,255,1,1,False,False,True,4.2727272727272725,True,[],,-8.983747278154093,3.161194017335842,-1.0,0.3106638859765361,0.3054504209530034,31.5,0.4336114023463899,1.376544134432984,1.701594248085862
frame_10,0,255,1,1,False,False,True,4.4375,True,[],[    0.99257   0.0060018    -0.12154],-7.803424467773874,0.3270562811535047,0.3285857660093644,0.3175637366648035,0.3291379898965155,31.5,0.2563736664803528,0.8138846554931837,1.701969838098835
frame_11,0,255,1,1,False,False,True,4.53125,True,[],[    0.98977   -0.066395    -0.12628],-12.098166661674773,-4.003082762508531,0.3372483129099276,0.320271839199353,0.316760647330183,31.5,0.5271839199353034,1.6735997458263605,1.6942199633521184
frame_12,0,255,1,1,False,False,True,4.77419315143624,True,[],[    0.98107   -0.076741    -0.17782],-13.293142492704334,-5.1747732562700754,0.3455977183821869,0.3275978079030822,0.3099194688393042,31.5,1.259780790308218,3.999304096216565,1.689077040956019
frame_13,0,255,1,1,True,False,True,4.548387096774194,False,[],,,,,,,31.5,,,
frame_14,0,255,1,1,True,False,True,3.6875,False,[],,,,,,,31.5,,,
frame_15,0,255,1,1,True,False,True,2.9207747856141304,False,[],,,,,,,31.5,,,
frame_16,0,255,1,1,True,False,True,2.6666666666666665,False,[],,,,,,,31.5,,,
frame_17,0,255,1,1,True,False,True,2.35,False,[],,,,,,,31.5,,,
frame_18,0,255,1,1,True,False,True,1.2777777777777777,False,[],,,,,,,31.5,,,
frame_73,0,255,-1,0,True,False,True,2.181159419482381,False,[],,,,,,,31.5,,,
frame_88,0,255,-1,1,True,False,True,1.1515151515151516,False,[],,,,,,,31.5,,,
frame_89,0,255,-1,1,True,False,True,1.663204793519482,False,[],,,,,,,31.5,,,
frame_90,0,255,-1,1,True,False,True,3.666666480411921,False,[],,,,,,,31.5,,,
frame_91,0,255,5,1,False,False,True,4.39436600883075,True,[],,,,,,,31.5,,,
frame_92,0,255,5,1,False,False,True,3.769230790512019,True,[],,,,,,,31.5,,,
frame_93,0,255,5,1,False,False,True,3.6993274849141775,True,[],,,,,,,31.5,,,
frame_94,0,255,5,1,False,False,True,3.6960785609119187,True,[],,,,,,,31.5,,,
frame_95,0,255,5,1,False,False,True,4.1985939395530165,True,[],[   -0.50779     0.23234     0.82956],55.70704836059867,155.38885097213526,0.3071679547303554,0.305944243040238,0.297306050876557,31.5,0.9055756959761962,2.874843479289512,1.2394988131858933
frame_96,0,255,5,1,False,False,True,5.424083411477701,True,[],[   -0.55668     0.18693     0.80942],53.84428595567097,161.5897284025184,0.3137404333368248,0.3137856179734093,0.3223993921605206,31.5,0.1214382026590688,0.3855181036795834,1.2809997581214647
frame_97,0,255,5,1,False,False,True,5.166286870376038,True,[],[   -0.17495   0.0098297     0.98453],55.25300618057438,171.6530482695731,1.7080642454236157,0.3112576068790097,0.3219442874016238,31.5,0.3742393120990284,1.1880613082508835,1.3517288984225218
frame_98,0,255,5,1,False,False,True,5.260869565217392,True,[],[   -0.57497   -0.013591     0.81806],54.18452203590207,-178.91724319917384,0.316894268776007,0.3031954642129125,0.2909677366966871,31.5,1.1804535787087456,3.7474716784404634,1.40378391037962
frame_99,0,255,-1,1,False,False,True,5.2272727272727275,True,[],[   -0.49577   -0.029071     0.86797],49.98765806428597,-178.54491964267112,0.8759322123835531,0.2874842342111225,0.2861221023649412,31.5,2.751576578887743,8.735163742500772,1.4367603110110208
frame_100,0,255,6,1,False,False,True,4.170438253638766,True,[],[   -0.50637    0.052979     0.86069],59.25573229087413,174.1556418840655,0.2979802239648033,0.2940480751291525,0.3070709397737726,31.5,2.095192487084746,6.651404720903956,1.4653239883275726
frame_101,0,255,6,1,False,False,True,2.9948981073415846,True,[],[   -0.49957     0.16034     0.85131],58.16855684882824,162.17207209945832,0.2992913133250285,0.2993787265923713,0.2982579108200634,31.5,1.56212734076287,4.959134415120222,1.487032560226535
frame_102,0,255,6,1,False,False,True,2.3018468989051915,True,[],,,,,,,31.5,,,
frame_103,0,255,6,1,False,False,True,1.6418919610069456,False,[],,,,,,,31.5,,,
frame_104,0,255,6,1,False,False,True,1.83908025544877,True,[],,,,,,,31.5,,,
frame_105,0,255,6,1,False,False,True,2.9881425363759586,True,[],,,,,,,31.5,,,
frame_106,0,255,6,1,False,False,True,4.166666312421926,True,[],,,,,,,31.5,,,
frame_107,0,255,6,1,False,False,True,4.043140589518258,True,[],,,,,,,31.5,,,
frame_108,0,255,6,1,False,False,True,3.3922152896012143,True,[],,,,,,,31.5,,,
frame_109,0,255,6,1,False,False,True,3.688922569878555,True,[],,,,,,,31.5,,,
frame_110,0,255,6,1,False,False,True,3.710312888922962,True,[],,,,,,,31.5,,,
frame_112,0,255,-1,1,False,False,True,3.515125244601097,True,[],,,,,,,31.5,,,
