frame_id,class_name,object_id,track_id,is_3D_complete,in_image_borders,does_overlap,is_front_fish,aspect_ratio,fish_3d_ok,overlapping_fish_ids,fish_direction,elevation_deg,azimuth_deg,raw_length,filtered_length,spine_length,gt,abs_error_cm,rel_error_%,fish_dist_from_camera
frame_0,0,255,1,-1,False,False,True,3.1635222695823404,False,[],,55.03817342836819,-141.97889309702518,-1,0.2721222466900239,0.2800241842486037,28.9,1.687775330997604,5.840053048434616,1.7585722955367222
frame_1,0,255,1,-1,False,False,True,3.060944578676035,False,[],,53.32247289988318,-142.34612183987443,-1,0.2769573302293016,0.2803005702796978,28.9,1.20426697706984,4.167013761487335,1.76702923252469
frame_2,0,255,1,-1,False,False,True,3.2982457764070823,False,[],,52.99942276915705,-140.9337094372194,-1,0.2720390281261988,0.2855408867815514,28.9,1.6960971873801134,5.8688483992391465,1.7648044790307136
frame_3,0,255,1,-1,False,False,True,3.2167099786443396,False,[],,50.73778611572501,-141.29164480101795,-1,0.2789214839046987,0.2737895523181264,28.9,1.0078516095301249,3.487375811522923,1.7636067986570048
frame_4,0,255,1,-1,False,False,True,3.3002566930843154,False,[],,50.96436008306234,-140.95038851251266,-1,0.2721890411116752,0.2878001636539419,28.9,1.681095888832479,5.816940791807887,1.7698257635597627
frame_5,0,255,1,-1,False,False,True,3.373999784128464,False,[],,50.84379275883493,-140.48963041125575,-1,0.260367346384071,0.2625284270411384,28.9,2.863265361592898,9.907492600667467,1.7717787096957247
frame_6,0,255,1,-1,False,False,True,3.135135292762515,False,[],,52.37196014421835,-139.4558189867973,-1,0.2502198006750211,0.2580528930432277,28.9,3.878019932497884,13.41875409168818,1.7767379412756246
frame_7,0,255,1,-1,False,False,True,2.944133964624359,False,[],,54.407425252939134,-141.06251663436504,-1,0.2657391353596976,0.280884599436341,28.9,2.326086464030236,8.04874209007002,1.7742458022929526
frame_8,0,255,1,-1,False,False,True,3.162162120784978,False,[],,53.45411566667647,-137.46256184175357,-1,0.2715562966155378,0.275010675412393,28.9,1.744370338446216,6.03588352403535,1.774577930091769
frame_9,0,255,1,-1,False,False,True,3.111111143095801,False,[],,52.22128410149133,-139.21322157399317,-1,0.2682768730601153,0.2762296924856622,28.9,2.0723126939884704,7.170632159129656,1.7645893353108797
frame_10,0,255,1,-1,False,False,True,3.2352939029752146,False,[],,53.19568402477727,-142.96049496499614,-1,0.2642561357910111,0.2648238100990376,28.9,2.474386420898883,8.56189072975392,1.763329675445309
frame_11,0,255,1,-1,False,False,True,2.841891735752557,False,[],,53.03684741569831,-145.6065665476992,-1,0.2925884123914946,0.2703167723302431,28.9,0.35884123914946,1.2416651873683735,1.7540614561672652
frame_12,0,255,1,-1,False,False,True,3.083333732947945,False,[],,50.75491381012496,-142.90551630777256,-1,0.2518915796231034,0.2578530467121803,28.9,3.71084203768966,12.84028386743827,1.7597623847118795
frame_13,0,255,1,-1,False,False,True,2.916441818086997,False,[],,53.81878478120196,-144.89722000967137,-1,0.292217603047783,0.2875912674683697,28.9,0.3217603047783013,1.1133574559802817,1.7605163947230906
frame_14,0,255,1,-1,False,False,True,2.9759483162786693,False,[],,51.16666333229923,-144.31262119890093,-1,0.2663105344662688,0.2768221755091734,28.9,2.268946553373113,7.851026136239146,1.7555333473070038
frame_15,0,255,1,-1,False,False,True,2.9394905395040567,False,[],,50.21025214565741,-146.19433882581615,-1,0.2587814866980673,0.2589935948524532,28.9,3.021851330193265,10.456232976447282,1.7445545016409276
frame_16,0,255,1,-1,False,False,True,2.7142855950129987,False,[],,51.39002224821819,-144.7110273563711,-1,0.2668301233090091,0.2762951666615777,28.9,2.216987669099085,7.671237609339395,1.7520977168429162
frame_17,0,255,1,-1,False,False,True,2.792341585063523,False,[],,49.85643312275032,-146.97859995539363,-1,0.2425862885167478,0.2541822845237443,28.9,4.641371148325218,16.060107779672038,1.7484620443273695
frame_18,0,255,1,-1,False,False,True,2.9929446349560096,False,[],,50.00007533134741,-147.4461154342503,-1,0.2697995236692005,0.2765052268337382,28.9,1.920047633079941,6.643763436262772,1.756234979483695
frame_19,0,255,1,-1,False,False,True,2.949305446863761,False,[],,51.0708198632668,-150.11075940829292,-1,0.2926452037460556,0.2901951063164696,28.9,0.3645203746055647,1.2613161751057604,1.755114554583427
frame_20,0,255,1,-1,False,False,True,3.0597012864523148,False,[],,-34.6314667792539,25.52403558074223,-1,0.142235127104028,0.1550819234132974,28.9,14.67648728959719,50.7836930435889,1.7039552129724975
frame_21,0,255,1,-1,False,False,True,2.734870133917798,False,[],,-13.679592398953128,26.143665688471064,-1,0.126308684367356,0.1444089825301716,28.9,16.269131563264395,56.29457288326781,1.694972437930898
frame_22,0,255,1,-1,False,False,True,2.7330502737266587,False,[],,-36.78291205927877,26.570523211326822,-1,0.2194402143811022,0.2118145131512955,28.9,6.955978561889769,24.06912997193692,1.7212850685165229
frame_23,0,255,1,-1,False,False,True,2.3309546086152975,False,[],,42.7088811406538,-149.30086146095667,-1,0.244600346102483,0.2645791593284434,28.9,4.439965389751693,15.363202040663298,1.7302450909639853
frame_24,0,255,1,-1,False,False,True,2.1341462048144795,False,[],,-43.67687626850362,15.31863248156536,-1,0.2260998622051564,0.2270089078911505,28.9,6.2900137794843545,21.764753562229604,1.733307041498239
frame_25,0,255,1,-1,False,False,True,2.3846154984768186,False,[],,-39.21848965375611,12.463638857450585,-1,0.2194903089922446,0.2422416490519946,28.9,6.950969100775533,24.051796196455133,1.7327271328702092
frame_26,0,255,1,-1,False,False,True,2.7473680942453207,False,[],,-30.512379627700025,11.021338384471658,-1,0.2329525851972004,0.2529664309957138,28.9,5.604741480279957,19.39356913591681,1.718619008008608
frame_27,0,255,1,-1,False,False,True,2.565040562860055,False,[],,-28.98283307676517,15.14949993077839,-1,0.2426660787448163,0.2471172953444134,28.9,4.63339212551836,16.03249870421578,1.7307976900976472
frame_28,0,255,1,-1,False,False,True,2.9201774645866245,False,[],,-29.43992858278966,9.04760793702755,-1,0.2656936183730948,0.2690048653355177,28.9,2.3306381626905184,8.06449191242394,1.7388076409552862
frame_29,0,255,1,-1,False,False,True,3.2065284571282864,False,[],,-29.9939672652481,8.309119932030828,-1,0.2707375182724606,0.275808310933481,28.9,1.826248172753936,6.319197829598394,1.7421723896830814
frame_30,0,255,1,-1,False,False,True,3.486853639911668,False,[],,-28.814344048041843,8.411351431118371,-1,0.2783384236946247,0.294447818308034,28.9,1.0661576305375289,3.689126749264805,1.7394815724968111
