video_day,source_folder,video_name,frame_id,class_name,object_id,track_id,is_3D_complete,in_image_borders,does_overlap,overlapping_fish_ids,fish_direction,elevation_deg,azimuth_deg,raw_length,filtered_length,spine_length,gt,abs_error_m,rel_error_%,fish_dist_from_camera,aspect_ratio
2024_11_28,13_12_31_0,13_12_31_0,frame_112,0,255,4,1,False,False,[],[    0.50395    0.017175     0.86356],33.060235841614364,15.166405745980676,1.528063076284161,0.3606871082067115,0.2740676372353732,28.9,7.168710820671159,2480.5227753187405,1.7245892912516352,5.452685439173075
2024_11_28,13_12_31_0,13_12_31_0,frame_113,0,255,4,1,False,False,[],[    0.74497     0.13296     0.65371],35.313903326571214,12.013442014368108,0.5041440172064027,0.3238878033464559,0.2831359255877538,28.9,3.488780334645597,1207.1904272130091,1.7208916847731408,5.548387611434411
2024_11_28,13_12_31_0,13_12_31_0,frame_114,0,255,4,1,False,False,[],[    0.33587   -0.077872     0.93868],34.295445592728086,10.710684471713275,1.509281054775374,0.3336711960733104,0.3060520793638852,28.9,4.467119607331044,1545.7161271041673,1.7138150090036564,5.741771702384286
2024_11_28,13_12_31_0,13_12_31_0,frame_115,0,255,4,1,False,False,[],[    0.70278     0.12119     0.70101],29.799113285904287,13.579171258136135,0.6942900870972522,0.3143205442276026,0.2968407343959138,28.9,2.53205442276026,876.1433988789829,1.7035058017504416,5.052631127833011
2024_11_28,13_12_31_0,13_12_31_0,frame_116,0,255,4,1,False,False,[],[    0.66261    0.052819      0.7471],21.67517318420566,10.2305443202121,0.845850216305938,0.299619859600571,0.3176484159607379,28.9,1.0619859600571049,367.4691903311781,1.7026198756380229,4.865183539803282
2024_11_28,13_12_31_0,13_12_31_0,frame_117,0,255,4,1,False,False,[],[    0.26996   -0.099226     0.95774],24.39345948203832,7.826143857393911,1.586686591044104,0.3449684621255757,0.2998292124414035,28.9,5.596846212557577,1936.6249870441443,1.6768158673641371,5.105288590468986
2024_11_28,13_12_31_0,13_12_31_0,frame_118,0,255,4,1,False,False,[],[     0.1115    -0.15362     0.98182],0.9733052789985313,0.2044103016410574,1.598873666703985,0.2703826200826527,0.4089368355992666,28.9,1.8617379917347296,644.199997140045,1.6188750848012712,6.842105263157895
2024_11_28,13_12_31_0,13_12_31_0,frame_119,0,255,4,1,False,False,[],[     0.1804    -0.15245     0.97171],-5.858896619469846,-10.21866176511939,1.4704327070513263,0.2729505368565127,0.2782745075880898,28.9,1.6049463143487264,555.3447454493863,1.5873525928420495,5.541666976019905
2024_11_28,13_12_31_0,13_12_31_0,frame_120,0,255,4,1,False,False,[],[  -0.046831    -0.12574     0.99096],-14.683751225992824,-18.484103937387687,1.6704142582699044,0.2989250744562337,0.289150423726454,28.9,0.9925074456233752,343.42818187660043,1.5678570856924805,5.296779842479492
2024_11_28,13_12_31_0,13_12_31_0,frame_121,0,255,4,1,False,False,[],[   0.020058    -0.14428     0.98933],-7.202291704649486,-15.248921476575369,1.632114723842147,0.2997020209106131,0.2910596991796318,28.9,1.0702020910613177,370.31214223575,1.5534726663347784,5.415816159272874
2024_11_28,13_12_31_0,13_12_31_0,frame_122,0,255,4,1,False,False,[],[   -0.16589   -0.098233     0.98124],-0.7663775689363073,-10.682887343037487,1.284333735042342,0.284659056540983,0.2766119306912978,28.9,0.4340943459016921,150.20565602134675,1.541391998695642,5.3030303007976105
2024_11_28,13_12_31_0,13_12_31_0,frame_123,0,255,4,1,False,False,[],[    0.15605    -0.15162     0.97604],-2.491165091856553,-13.54995032557203,1.7100097316496317,0.3072151400287934,0.3237618139925162,28.9,1.8215140028793488,630.2816618959685,1.5173545739853438,5.434598943229822
