frame_id,class_name,object_id,track_id,is_3D_complete,in_image_borders,does_overlap,is_front_fish,aspect_ratio,pointcloud_size_ok,fish_3d_ok,overlapping_fish_ids,fish_direction,elevation_deg,azimuth_deg,raw_length,filtered_length,spine_length,gt,abs_error_cm,rel_error_%,fish_dist_from_camera
frame_262,0,255,-1,1,True,False,True,1.0,,False,[],,,,,,,33.5,,,
frame_263,0,255,-1,1,True,False,True,1.1071428571428572,,False,[],,,,,,,33.5,,,
frame_264,0,255,2,1,True,False,True,1.2777777777777777,,False,[],,,,,,,33.5,,,
frame_265,0,255,2,1,True,False,True,1.5263157894736843,,False,[],,,,,,,33.5,,,
frame_266,0,255,2,1,True,False,True,1.6829268292682926,,False,[],,,,,,,33.5,,,
frame_267,0,255,2,1,True,False,True,2.05,,False,[],,,,,,,33.5,,,
frame_268,0,255,2,1,True,False,True,2.3846153846153846,,False,[],,,,,,,33.5,,,
frame_269,0,255,2,1,True,False,True,3.272727272727273,,False,[],,,,,,,33.5,,,
frame_270,0,255,3,1,True,False,True,1.44,,False,[],,,,,,,33.5,,,
frame_270,0,127,2,1,True,False,True,3.889085068836827,,False,[],,,,,,,33.5,,,
frame_271,0,255,2,1,False,False,True,4.2592592592592595,True,True,[],[   -0.19105    0.054448     0.98007],78.67859004255422,163.52139624370764,0.2982302217792181,0.29816633428458283,0.3001807265540797,33.5,3.6833665715417183,10.995124094154383,1.6226573073307746
frame_272,0,255,3,1,True,False,True,1.1176470588235294,,False,[],,,,,,,33.5,,,
frame_272,0,127,2,1,False,False,True,4.25,True,True,[],[    -0.3543    0.086622     0.93111],67.1657939189523,167.2782125196976,0.3316061676519757,0.29117422772271495,0.26864124479802864,33.5,4.382577227728507,13.082320082771663,1.6339407193802715
frame_273,0,255,3,1,True,False,True,1.1111111111111112,,False,[],,,,,,,33.5,,,
frame_273,0,127,2,1,False,False,True,3.5277777777777777,True,True,[],[   -0.39995      0.1295     0.90734],64.22777806047864,164.03767871042757,0.34068451954155754,0.30936125789255586,0.30010527239368945,33.5,2.563874210744416,7.6533558529684065,1.651105357293623
frame_274,0,255,3,1,True,True,True,2.193548387096774,,False,[2],,,,,,,33.5,,,
frame_274,0,127,2,1,False,True,False,3.3076923076923075,True,True,[3],[   -0.44524     0.11574      0.8879],62.88961735971517,164.9074905627225,0.2997105059910533,0.28883728840983913,0.2842861080034198,33.5,4.6162711590160885,13.779913907510712,1.6834853859091048
frame_275,0,255,3,1,True,False,True,1.9375,,False,[],,,,,,,33.5,,,
frame_275,0,127,2,1,False,False,True,4.769230769230769,True,True,[],[   -0.34446    0.064558     0.93658],68.86336130089032,169.58852293111315,0.34396217976226984,0.30169963913632825,0.2951099458343803,33.5,3.330036086367177,9.940406227961724,1.7247008458586806
frame_276,0,255,3,1,True,False,True,2.433333333333333,,False,[],,,,,,,33.5,,,
frame_276,0,127,2,1,False,False,True,3.3808694925308487,True,True,[],[   -0.41638     0.11656     0.90169],64.30812670961085,164.40931814082398,0.34533335265689313,0.33110787210864956,0.3169738863497615,33.5,0.3892127891350461,1.161829221298645,1.748068189340112
