frame_id,class_name,object_id,track_id,is_3D_complete,in_image_borders,does_overlap,overlapping_fish_ids,fish_direction,elevation_deg,azimuth_deg,raw_length,filtered_length,spine_length,gt,abs_error_m,rel_error_%,fish_dist_from_camera,aspect_ratio
frame_0,0,255,1,1,False,False,[],[   -0.44604   -0.027356      0.8946],-43.213050493830885,-2.4224826411348004,0.753432541684464,0.3190493793583557,0.3117786981898546,28.9,3.004937935835578,1039.7709120538332,2.378977207624138,3.894736820971202
frame_1,0,255,1,1,False,False,[],[   -0.47496   -0.064826     0.87762],-31.992707714625244,0.7960005337153903,0.8361361728955914,0.2853753462472685,0.2870798250475073,28.9,0.362465375273141,125.42054507721146,2.3692368880166845,4.055555555555555
frame_2,0,255,1,1,False,False,[],[   -0.62388   -0.021401     0.78123],-36.49347003553501,0.2512928291722718,0.7154548115760215,0.2922254653528249,0.2956865449794807,28.9,0.3225465352824919,111.60779767560274,2.3600055481860838,4.055555555555555
frame_3,0,255,1,1,False,False,[],[    -0.3999   -0.046309     0.91539],-38.27666131169971,-1.7708407359083902,1.0695557584005118,0.315897972206163,0.3035246848572174,28.9,2.6897972206163026,930.7256818741532,2.3829974257335365,4.055555555555555
frame_4,0,255,1,1,False,False,[],[   -0.49039   -0.014145     0.87139],-39.0193166583036,-1.6512726361646448,0.8375255854857411,0.3102023039133166,0.3023579694079862,28.9,2.1202303913316625,733.6437340247968,2.363372226755222,3.8421052631578947
frame_5,0,255,1,1,False,False,[],[   -0.47427    -0.03998     0.87947],-37.83208439011074,-2.868670440027348,0.8056043607053829,0.3114582217515467,0.3020353992834829,28.9,2.245822175154672,777.1010986694366,2.367407263521156,3.8421052631578947
frame_6,0,255,1,1,False,False,[],[   -0.58544    0.018013     0.81052],-12.818143314708395,-4.259835658809602,0.7087000060534916,0.211935809882339,0.2264442163736512,28.9,7.706419011766097,2666.5809729294456,2.317227756611993,3.958609441372793
frame_8,0,255,1,1,False,False,[],[   -0.56774   0.0025684      0.8232],-43.28666456502958,-1.934084036879628,0.7391696879195733,0.338541817853039,0.3232403364542711,28.9,4.954181785303907,1714.249752700314,2.3711262691734185,3.963885041554866
frame_9,0,255,1,1,False,False,[],[   -0.47009    -0.02966     0.88212],-31.821980977326323,-1.1721278876753265,0.7825419231476078,0.287159346029709,0.2975666811314781,28.9,0.1840653970290928,63.69044879899407,2.3587626977400347,3.9444444444444446
frame_10,0,255,1,1,False,False,[],[   -0.47708  -0.0057223     0.87884],-39.21954799410064,-4.302170192758271,0.8084766571806612,0.2866624954224799,0.2959857812449718,28.9,0.2337504577520077,80.88251133287466,2.372623474892722,3.736842105263158
frame_11,0,255,1,1,False,False,[],[   -0.24642   -0.018766     0.96898],-34.16881549818992,-2.5985360428412005,0.8483046222251449,0.2782707163413287,0.2790989464288287,28.9,1.0729283658671265,371.2554899194209,2.3498110224855737,3.9444444444444446
frame_12,0,255,1,1,False,False,[],[   -0.42859    -0.01604     0.90336],-41.70474096784731,-1.0921962872909576,0.8390119817200112,0.3822996098271929,0.3567187446952839,28.9,9.329960982719292,3228.3602016329733,2.351654574430778,3.55
frame_13,0,255,1,1,False,False,[],[   -0.54114   0.0075078      0.8409],-39.36407553199341,-2.519531424445435,0.7439879868356001,0.3355119354568059,0.327369338821373,28.9,4.651193545680593,1609.4095313773682,2.363469049971328,3.789473684210526
frame_14,0,255,1,1,False,False,[],[   -0.56315   0.0045443     0.82634],-40.48541666702965,-3.355915842567807,0.7300503364591504,0.2904305797182045,0.2944589972959511,28.9,0.1430579718204538,49.50102831157574,2.3522754425530907,3.9444444444444446
frame_15,0,255,1,1,False,False,[],[   -0.38116  -0.0069396     0.92449],-31.4985510783306,-5.001447270455046,0.8102216319042137,0.2820975672302539,0.2926166443822521,28.9,0.6902432769746059,238.83850414346225,2.3400934762622585,3.888888888888889
frame_17,0,255,1,1,False,False,[],[   -0.51154    -0.03404     0.85859],-38.587421735585295,0.3858569709430656,0.7008195313666745,0.3225714943061804,0.306206677780951,28.9,3.35714943061804,1161.6434015979376,2.380482403332727,3.888888888888889
frame_18,0,255,1,1,False,False,[],[   -0.50037  -0.0013543     0.86581],-38.72657222152979,-2.863295377732833,0.8085879940113896,0.2942321875910361,0.2917221516823352,28.9,0.5232187591036108,181.04455332304877,2.370835620406046,3.888888888888889
frame_19,0,255,1,1,False,False,[],[   -0.58854 -0.00056195     0.80847],-38.74473031998822,-4.90282111912112,0.6529213828682177,0.2912147487822834,0.2866968276609704,28.9,0.2214748782283393,76.6349059613631,2.3568120357317803,3.736842105263158
frame_20,0,255,1,1,False,False,[],[   -0.32469   -0.054094     0.94427],-43.6968761648041,-0.660942281925541,0.8600061485095565,0.3015937446202712,0.3000025710889401,28.9,1.259374462027124,435.7697100439876,2.368500533119509,3.6842105263157894
frame_21,0,255,1,1,False,False,[],[   -0.42148   -0.029549     0.90635],-42.88979031421157,-2.678286297790754,0.8709694293514212,0.3258029065106782,0.3160959797483391,28.9,3.680290651067825,1273.4569726878287,2.3810931146859557,3.6842105263157894
frame_23,0,255,1,1,False,False,[],[   -0.44128   -0.042848     0.89635],-39.90544020287279,-2.299892907898516,0.792826813145469,0.2891033840575097,0.2978657397940166,28.9,0.0103384057509703,3.577303028017418,2.368494392094189,3.8333333333333335
frame_24,0,255,1,1,False,False,[],[   -0.49349   -0.014639     0.86963],-43.855953524745416,-2.275896137493359,0.8092162343129616,0.3555621793411829,0.3267906999427385,28.9,6.656217934118297,2303.1895965807257,2.3801052097616524,3.6842105263157894
frame_25,0,255,1,1,False,False,[],[   -0.42172 -0.00095474     0.90672],-39.84889584527479,-2.821989715282533,0.8196364865338488,0.3019778095135064,0.2965039153552157,28.9,1.297780951350641,449.0591527164848,2.377225143417815,3.7222222222222223
frame_26,0,255,1,1,False,False,[],[   -0.68966 -0.00062958     0.72413],-30.252623935711792,-5.876791834571614,0.6896721552132039,0.2686676223901434,0.2544567878985216,28.9,2.0332377609856565,703.5424778497082,2.3600042261990146,3.8333333333333335
frame_27,0,255,1,1,False,False,[],[   -0.37474   -0.016742     0.92698],-39.61249876471054,-4.653349303409186,0.8389957763890195,0.2920842483381705,0.3064771388125635,28.9,0.3084248338170503,106.72139578444649,2.3674418619937367,3.7777777777777777
frame_28,0,255,1,1,False,False,[],[   -0.38808   -0.008828     0.92158],-28.30497746527941,-6.316163712548912,0.8581461603514335,0.2697385071045002,0.2375411942220865,28.9,1.9261492895499777,666.487643442899,2.34213646035514,3.526315789473684
frame_30,0,255,1,1,False,False,[],[   -0.61908    0.014384     0.78519],-44.393383237329495,-3.415818868291957,0.5648823994401326,0.2988514542525986,0.3009348133545778,28.9,0.9851454252598646,340.88076998611234,2.3714393667058067,3.5789473684210527
frame_31,0,255,1,1,False,False,[],[   -0.66407    0.011147     0.74759],47.7464896252953,178.89311064151678,0.3394535982533539,0.3373261792333992,0.3549481381777764,28.9,4.832617923339927,1672.1861326435735,2.3776516166114434,3.5789473684210527
frame_33,0,255,1,1,False,False,[],[  -0.080267   -0.052398      0.9954],-42.5956087414336,-2.7116414910062767,1.5365892640919971,0.292375297587619,0.2881690867702478,28.9,0.3375297587619064,116.7923040698638,2.374105835455924,3.473684210526316
frame_35,0,255,1,1,False,False,[],[   -0.68837    0.036239     0.72445],-43.03287851497757,-3.1933398942951383,0.3726901240874969,0.2939326186743558,0.3011370051828335,28.9,0.4932618674355848,170.6788468635242,2.379458353503072,3.611111111111111
frame_36,0,255,1,1,False,False,[],[   -0.63849    0.011609     0.76954],-41.25855818953865,-2.378840911607521,0.56597410835868,0.2988414449197607,0.3023466727771035,28.9,0.9841444919760745,340.5344262892991,2.369530722801546,3.611111111111111
frame_37,0,255,1,1,False,False,[],[   -0.42683    0.002628     0.90433],46.47402563388688,176.82273794010294,0.7978234278809753,0.3122484637572136,0.3039576346362963,28.9,2.3248463757213624,804.4451127063539,2.376156421007639,3.611111111111111
frame_38,0,255,1,1,False,False,[],[   -0.69196    0.025356     0.72149],-42.90925972255116,-3.1561437083352906,0.4372022240106858,0.2901049879376023,0.3008857884169782,28.9,0.110498793760233,38.23487673364467,2.373521567376192,3.5789473684210527
frame_40,0,255,1,1,False,False,[],[   -0.46683   -0.018905     0.88414],-41.34528683194311,-10.541491206989608,0.7463570450612163,0.2896577912231057,0.2906622926834784,28.9,0.0657791223105774,22.76094197597837,2.352767498262467,3.473684210526316
frame_41,0,255,1,0,False,False,[],[   -0.29393   -0.023035     0.95555],-40.31577319857205,-2.23347518041822,0.9369103465002726,0.3046093397174463,0.2713642849006834,28.9,1.5609339717446324,540.1155611573123,2.37105319376246,3.3
frame_42,0,255,1,1,False,False,[],[   -0.57504  -0.0081713     0.81808],-41.63556596292453,-2.66904548663953,0.6565669086669625,0.2709003323079164,0.2775825278794528,28.9,1.8099667692083543,626.2860793108492,2.391236575943936,3.3157894736842106
frame_43,0,255,1,1,False,False,[],[   -0.57834  -0.0048365     0.81578],-44.68534008227899,-2.9047385893676325,0.6366344920953226,0.3450246286856584,0.3265280214963286,28.9,5.602462868565844,1938.56846663178,2.36769360622156,3.611111111111111
frame_44,0,255,1,1,False,False,[],[   -0.66123    0.030055     0.74958],46.03209325309916,176.50836880655834,0.366987733385042,0.3105526858974476,0.3112742964680023,28.9,2.155268589744769,745.7676781123769,2.3814487552980603,3.5
frame_45,0,255,1,1,False,False,[],[   -0.58052   0.0094714     0.81419],45.58420445543655,176.0542509133966,0.6935511540047783,0.3038746624912769,0.2905879095597308,28.9,1.4874662491276949,514.6942038504134,2.3794574663236543,3.7058823529411766
frame_47,0,255,-1,1,False,False,[],[  -0.077298      -0.348      0.9343],56.64250675266612,-170.99795172838023,1.004955655841367,0.4129482556544204,0.42448798240709,28.9,12.39482556544204,4288.866977661606,2.377123523511385,3.3237178703175254
frame_48,0,255,1,1,False,False,[],[   -0.24678    -0.02349     0.96879],-44.218805093203855,-2.559564666890332,0.8654500971109242,0.2946284144765547,0.2952779799458159,28.9,0.5628414476554766,194.7548261783656,2.366545590766863,3.263157894736842
