video_day,source_folder,video_name,frame_id,class_name,object_id,track_id,is_3D_complete,in_image_borders,does_overlap,is_front_fish,aspect_ratio,pointcloud_size_ok,fish_3d_ok,overlapping_fish_ids,fish_direction,elevation_deg,azimuth_deg,raw_length,filtered_length,spine_length,rel_error_%,fish_dist_from_camera,especie_gt,gt,failure_reason,abs_error_cm,unique_track,scenario
2025_08_21,10-37-15_1-r,10-37-15_1-r,frame_0,0,255,2,1,False,False,True,3.3703703703703702,True,True,[],[    0.90109   -0.045347    -0.43126],-25.260156608682284,-2.7515119549493536,0.2697331200966659,0.2564923566444123,0.2671301948300836,23.43511741957843,1.9295114560840056,red,29.1,angle_fail,3.450764335558773,2025_08_21/10-37-15_1-r/2,multiple_fish
2025_08_21,10-37-15_1-r,10-37-15_1-r,frame_0,0,127,1,1,False,False,True,3.896551724137931,True,True,[],[  -0.011928    0.067009     0.99768],12.120524106641492,-1.571899436218288,0.8278152524053279,0.3034243145413813,0.3050267041504154,9.425577748841407,1.9640706983219651,no_mark,32.3,measured,1.957568545861868,2025_08_21/10-37-15_1-r/1,multiple_fish
2025_08_21,10-37-15_1-r,10-37-15_1-r,frame_1,0,255,2,1,False,False,True,3.730769230769231,True,True,[],[    0.93595   -0.071721    -0.34476],-16.184412520754254,-3.042738524721886,0.2861382409013112,0.2726798846306569,0.2772771847837807,18.603019513236735,1.9439864743500948,red,29.1,measured,1.83201153693431,2025_08_21/10-37-15_1-r/2,multiple_fish
2025_08_21,10-37-15_1-r,10-37-15_1-r,frame_1,0,127,1,1,False,False,True,3.6736193868297287,True,True,[],[    0.98285   0.0039971     0.18438],13.104981853298073,0.9562470869766873,0.3044755923926703,0.3006753155152838,0.2935104809985056,10.246174473049614,1.9616720895828663,no_mark,32.3,measured,2.2324684484716144,2025_08_21/10-37-15_1-r/1,multiple_fish
2025_08_21,10-37-15_1-r,10-37-15_1-r,frame_2,0,255,2,1,False,False,True,3.6296296296296298,True,True,[],[    0.96537   -0.063025    -0.25314],-14.494717146624165,-3.537625910067345,0.2619615967491246,0.2620728641994,0.2777484417463844,21.76929426883582,1.945007539141351,red,29.1,measured,2.8927135800600006,2025_08_21/10-37-15_1-r/2,multiple_fish
2025_08_21,10-37-15_1-r,10-37-15_1-r,frame_2,0,127,1,1,False,False,True,3.7,True,True,[],[  -0.051381    0.060831     0.99682],17.02960866796457,1.7216352190599045,1.1741840852864205,0.2931394299506454,0.2860162723295426,12.49569255204614,1.957451070960128,no_mark,32.3,measured,2.986057004935457,2025_08_21/10-37-15_1-r/1,multiple_fish
2025_08_21,10-37-15_1-r,10-37-15_1-r,frame_3,0,255,2,1,False,False,True,3.807692307692308,True,True,[],[    0.99836    -0.03517   -0.045215],-2.6929334789887847,-2.0607164397167987,0.2609196652388983,0.2609560923492235,0.2915180704848359,22.10265900023177,1.9554233699881296,red,29.1,measured,3.004390765077652,2025_08_21/10-37-15_1-r/2,multiple_fish
2025_08_21,10-37-15_1-r,10-37-15_1-r,frame_3,0,127,1,1,False,False,True,3.835734858146744,True,False,[],,29.64586232068324,2.873980498464104,-1.0,0.288750268089061,0.2850701040541612,13.80589012266836,1.975289113293035,no_mark,32.3,angle_fail,3.4249731910938976,2025_08_21/10-37-15_1-r/1,multiple_fish
2025_08_21,10-37-15_1-r,10-37-15_1-r,frame_4,0,255,2,1,False,False,True,3.807692307692308,True,True,[],[    0.99711    -0.03953   -0.064883],-3.5029067745023825,-2.35157720322229,0.2720282052856814,0.2715947046236313,0.3004117472532712,18.926953843692147,1.9708823341451425,red,29.1,measured,1.9405295376368734,2025_08_21/10-37-15_1-r/2,multiple_fish
2025_08_21,10-37-15_1-r,10-37-15_1-r,frame_4,0,127,1,1,False,False,True,3.892857142857143,True,True,[],[    0.91661    0.032149     0.39848],24.315454197470903,1.310141240765066,0.30576515549489,0.3058868363816419,0.303289429594904,8.690496602494951,1.9641412803262963,no_mark,32.3,measured,1.7113163618358094,2025_08_21/10-37-15_1-r/1,multiple_fish
2025_08_21,10-37-15_1-r,10-37-15_1-r,frame_5,0,255,2,1,False,False,True,3.899449937703883,True,True,[],[    0.99025    -0.01825     0.13812],7.820253646067216,-1.2725130958429218,0.2709210648710007,0.2712153282901599,0.2748168623962603,19.040200510400027,1.9549623777271632,red,29.1,measured,1.9784671709840147,2025_08_21/10-37-15_1-r/2,multiple_fish
2025_08_21,10-37-15_1-r,10-37-15_1-r,frame_5,0,127,1,1,False,False,True,3.5966758606189027,True,True,[],[    0.87623    0.053851     0.47888],30.01214325641746,3.032776106208149,0.3101143220272895,0.3096594891010135,0.3164452761140057,7.564331611637772,1.957864033004985,no_mark,32.3,angle_fail,1.3340510898986473,2025_08_21/10-37-15_1-r/1,multiple_fish
2025_08_21,10-37-15_1-r,10-37-15_1-r,frame_6,0,255,2,1,False,False,True,3.925925925925926,True,True,[],[    0.99451   -0.042744    0.095531],6.13913381967062,-2.389511798722366,0.2833436304386827,0.2807213208722202,0.2848943395846139,16.20259078441188,1.972895376648644,red,29.1,measured,1.0278679127779817,2025_08_21/10-37-15_1-r/2,multiple_fish
