unique_track,video_day,source_folder,track_id,n_frames_validos,calculated_length_cm,gt_cm,abs_error_cm,mean_elevation_deg
2024_11_28_13_05_27_0_46,2024_11_28,13_05_27_0,46,53.0,28.73489360761764,28.9,0.16510639238235925,-9.177357574846463
2024_11_28_13_07_38_0_1,2024_11_28,13_07_38_0,1,32.0,29.44332471501146,28.9,0.5433247150114617,-7.189608943060534
2024_11_28_13_07_38_0_13,2024_11_28,13_07_38_0,13,58.0,29.261220317552844,28.9,0.36122031755284567,-12.543854097748422
2024_11_28_13_08_33_0_1,2024_11_28,13_08_33_0,1,42.0,29.993614126683177,28.9,1.0936141266831783,2.231656457834324
2024_11_28_13_09_20_0_3,2024_11_28,13_09_20_0,3,128.0,31.091431210417188,28.9,2.191431210417189,-8.863340486319107
2024_11_28_13_12_31_0_4,2024_11_28,13_12_31_0,4,346.0,30.79030960461131,28.9,1.8903096046113106,3.836838234580748
2025_05_08_11_14_52_0_1,2025_05_08,11_14_52_0,1,8.0,29.18800699088338,33.5,4.31199300911662,26.136098610884687
2025_05_08_11_20_56_0_1,2025_05_08,11_20_56_0,1,8.0,25.43364637810741,33.5,8.066353621892588,26.812293784518722
2025_05_08_11_20_56_1_1,2025_05_08,11_20_56_1,1,67.0,35.34557018937358,33.5,1.845570189373582,-5.6684179827143435
2025_05_08_11_20_56_1_7,2025_05_08,11_20_56_1,7,7.0,36.249051534635704,33.5,2.7490515346357043,8.377703509182464
2025_05_08_11_20_56_2_1,2025_05_08,11_20_56_2,1,15.0,31.72444676367054,33.5,1.7755532363294613,13.068193182663325
