video_day,source_folder,track_id,n_frames_validos,calculated_length_cm,gt_cm,abs_error_cm,mean_elevation_deg
2025_05_08,11_20_56_1,1,64.0,35.51926518902642,33.5,2.01926518902642,-4.9605654721089
2025_05_08,11_20_56_1,7,7.0,36.249051534635704,33.5,2.7490515346357043,8.377703509182464
2025_05_08,11_20_56_2,1,15.0,31.72444676367054,33.5,1.7755532363294613,13.068193182663325
