frame_id,class_name,object_id,track_id,is_3D_complete,in_image_borders,does_overlap,is_front_fish,aspect_ratio,fish_3d_ok,overlapping_fish_ids,fish_direction,elevation_deg,azimuth_deg,raw_length,filtered_length,spine_length,gt,abs_error_cm,rel_error_%,fish_dist_from_camera
frame_0,0,255,1,-1,False,False,True,3.399492401684588,False,[],,52.615275769069285,-2.1391266348664963,-1,0.2633693639165715,0.2705340408793237,28.9,2.563063608342847,8.868732208798779,1.7716392240992775
frame_1,0,255,1,-1,False,False,True,3.3865028525547873,False,[],,56.635871483799136,-1.4017849887518157,-1,0.2708565601766268,0.2746872523078658,28.9,1.814343982337313,6.278006859298661,1.769169908259745
frame_2,0,255,1,-1,False,False,True,3.2740702240387294,False,[],,60.12255403133485,-3.8168696036626586,-1,0.2874495889498141,0.2808185092206289,28.9,0.1550411050185884,0.5364744118290259,1.7656762939814417
frame_3,0,255,1,-1,False,False,True,3.1992256004648194,False,[],,62.845297002475576,-1.9076781016684887,-1,0.2857457644108221,0.2834362935502336,28.9,0.3254235589177867,1.1260330758400927,1.744527697711565
frame_4,0,255,1,-1,False,False,True,3.1197920626046733,False,[],,71.60298498955733,-7.548769882570894,-1,0.2785894627711214,0.3009355480751173,28.9,1.041053722887858,3.6022620169130035,1.73474139589991
frame_5,0,255,1,-1,False,False,True,2.8181818181818183,False,[],,75.73195883240915,-2.666893521135881,-1,0.3154566837589034,0.3255139966420302,28.9,2.645668375890348,9.15456185429186,1.7298279811071515
frame_6,0,255,1,-1,False,False,True,2.774193548387097,False,[],,76.93467179428093,-8.634884011448,-1,0.2708409186113509,0.2745519415881017,28.9,1.8159081388649023,6.2834191656225,1.7151641122734185
frame_7,0,255,1,-1,False,False,True,2.7947022767936796,False,[],,79.51195079203077,-6.727129483653166,-1,0.2823754967589398,0.2696024245148082,28.9,0.6624503241060176,2.292215654346082,1.7078801484346888
frame_8,0,255,1,-1,False,False,True,2.734870463886005,False,[],,84.353792520325,-23.02770146956912,-1,0.275805344856852,0.2874480975171041,28.9,1.3194655143147938,4.565624617006208,1.6925431791631902
frame_9,0,255,1,-1,False,False,True,2.6100413657112074,False,[],,86.73313925923638,-58.53567240696543,-1,0.2936630442559069,0.3045720065869268,28.9,0.4663044255906967,1.6135101231512,1.6789049740580433
frame_10,0,255,1,-1,False,False,True,2.3885353533861253,False,[],,87.44020921070538,-134.123233898896,-1,0.2741132187489556,0.2809774396846558,28.9,1.4886781251044312,5.151135380984191,1.66593267240606
frame_11,0,255,1,-1,False,False,True,2.477777831391705,False,[],,85.63113739498131,-139.74766367730138,-1,0.2685776414639869,0.28084458067619,28.9,2.042235853601309,7.066560047063354,1.662034327818332
frame_12,0,255,1,-1,False,False,True,2.2135591632308906,False,[],,68.38428540985288,-42.22509455310565,-1,0.1157733396086739,0.1281182423247093,28.9,17.3226660391326,59.94002089665259,1.5591042102911534
frame_13,0,255,1,-1,False,False,True,2.1837770934766887,False,[],,80.71978512041599,-157.8449912032554,-1,0.2736305217956183,0.280954908396253,28.9,1.536947820438167,5.318158548228952,1.6201067274463024
frame_14,0,255,1,-1,False,False,True,2.0245099473798103,False,[],,77.93986265573493,-166.40290971750443,-1,0.295084195458569,0.2976916343425581,28.9,0.608419545856903,2.1052579441415333,1.610944073394155
frame_15,0,255,1,-1,False,False,True,2.0701753729615073,False,[],,77.72571890744615,-159.96316684408717,-1,0.2785030458864319,0.2911490649260743,28.9,1.0496954113568049,3.632164053137733,1.5833275802922178
frame_16,0,255,1,-1,False,False,True,1.9450549940521134,False,[],,76.52925032062392,-163.99232799576137,-1,0.2941337069156298,0.2954016281520022,28.9,0.513370691562981,1.7763691749584118,1.5840226594726414
frame_17,0,255,1,-1,False,False,True,1.894737140986,False,[],,77.68387835903667,-123.4914532742395,-1,0.1907989081338816,0.1822201887693788,28.9,9.82010918661183,33.97961656267069,1.5357830868908988
frame_18,0,255,1,-1,False,False,True,1.8695652108912633,False,[],,64.44592324628636,-87.59143569149263,-1,0.0940920375567453,0.0815617180350854,28.9,19.490796244325463,67.44220153745837,1.495241069793701
frame_19,0,255,1,-1,False,False,True,1.9142856151976055,False,[],,78.0638615033232,-87.21633228882637,-1,0.135576663412174,0.123602901711493,28.9,15.342333658782598,53.087659718970926,1.4919988910991924
frame_20,0,255,1,-1,False,False,True,1.5247524536746018,False,[],,69.91164124173405,-103.56032912313684,-1,0.127443076678374,0.1302962371577026,28.9,16.15569233216259,55.90204959225811,1.488200038441182
frame_21,0,255,1,-1,False,False,True,1.8285712436069734,False,[],,74.63125554662322,-131.4535500339187,-1,0.2118664529938587,0.2178424148717835,28.9,7.713354700614122,26.68980865264402,1.4949815083964748
frame_22,0,255,1,-1,False,False,True,1.7179485441518467,False,[],,84.45075214358324,-146.86294665009552,-1,0.138688675220018,0.1476651254464969,28.9,15.031132477998192,52.01083902421521,1.469222800599204
frame_23,0,255,1,-1,False,False,True,1.6388889055394977,False,[],,73.23208233960106,-136.9617380885849,-1,0.1725558180814166,0.1737715630501701,28.9,11.644418191858335,40.29210447009805,1.4892535358219892
frame_24,0,255,1,-1,False,False,True,1.7105263923776626,False,[],,73.49022023901628,-148.42078943532707,-1,0.205713345020182,0.2017945468026738,28.9,8.328665497981797,28.81891175772248,1.491380344352451
frame_25,0,255,1,-1,False,False,True,1.451876125943461,False,[],,72.65220155514135,-162.28242568128934,-1,0.2256457844921486,0.2355829811524012,28.9,6.335421550785131,21.92187387814924,1.4940475811694591
